position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
62,751,"misfire:427:24:this year, every state east of the rockies is enduring its hottest or second-hot",427,"this year, every state east of the rockies is enduring its hottest or second-hot",48183,4777,24,22,37,34,751,32,73,0.12894363701343536,5.189341436562245e-07,248477.84365265424,4714,2435 223 250 302 4338 310 388 231 389 276,0.20590541 0.072962262 0.051942516 0.051668119 0.04679624 0.030918656 0.029848224 0.029552434 0.02416602 0.023386976,0,2,D_C_43122,D,C,43122,chck_100M
37,10913,"misfire:428:0:unfortunately, all of this coastal development led to flooding during wet years.",428,"unfortunately, all of this coastal development led to flooding during wet years.",8959,4935,24,16,36,26,10913,33,64,0.006257122382521629,2.6227035050396807e-06,2385.7528578805027,4975,1072 750 7099 263 2301 14007 308 4946 298 14379,0.060006354 0.047855061 0.032417558 0.028882585 0.026565287 0.018199487 0.01568641 0.015672639 0.011735746 0.011225197,0,0,D_C_43122,D,C,43122,chck_100M
46,2863,"misfire:428:9:unfortunately, all of this coastal development led to flooding during wet years.",428,"unfortunately, all of this coastal development led to flooding during wet years.",8959,4935,24,16,36,26,2863,33,64,0.6334768533706665,0.10118087381124496,6.260835961472628,2,3854 2863 4486 4301 721 3626 1969 8032 8179 9484,0.63186747 0.10118087 0.057699088 0.05056446 0.018313374 0.0076745916 0.0067342417 0.0061575631 0.0035996882 0.0034007886,1,1,D_C_43122,D,C,43122,chck_100M
53,2291,"misfire:429:3:symptoms are similar to those caused by another tospovirus, tomato spotted wilt ",429,"symptoms are similar to those caused by another tospovirus, tomato spotted wilt ",12687,5545,24,16,49,35,2291,43,86,0.06823262572288513,0.029421629384160042,2.319131440069736,5,328 331 360 4671 2291 13436 2553 1275 5955 3014,0.077133089 0.061228137 0.045111891 0.031177578 0.029421629 0.02912451 0.027670948 0.023358408 0.020680871 0.018599022,0,1,D_C_43122,D,C,43122,chck_100M
83,6752,"misfire:429:33:symptoms are similar to those caused by another tospovirus, tomato spotted wilt ",429,"symptoms are similar to those caused by another tospovirus, tomato spotted wilt ",12687,5545,24,16,49,35,6752,43,86,0.046868473291397095,0.0007963057141751051,58.857386625623114,171,3148 247 415 522 450 253 4403 533 3577 2139,0.08574412 0.046060611 0.032121193 0.026028972 0.025218163 0.022636384 0.017253466 0.015039658 0.014175731 0.013639591,0,1,D_C_43122,D,C,43122,chck_100M
65,1058,"misfire:430:24:since the us became an independent republic in 1789, almost 400 parent-child duo",430,"since the us became an independent republic in 1789, almost 400 parent-child duo",33994,7589,24,15,40,30,1058,33,72,0.10120797157287598,0.0001801093458198011,561.9251522579749,652,374 424 87 228 394 1419 223 12393 16 328,0.070810392 0.042282574 0.027529243 0.026044508 0.020027567 0.019215703 0.018337153 0.015593879 0.014960232 0.01404642,0,4,D_C_43122,D,C,43122,chck_100M
31,2182,misfire:431:0:since electoral law permitted the registration of parties with relatively small ,431,since electoral law permitted the registration of parties with relatively small ,34124,7818,24,17,30,22,2182,29,54,0.7113945484161377,0.015092024579644203,47.137118327759104,4,2856 308 750 2182 726 959 1197 920 2347 2944,0.71117336 0.090901263 0.019421762 0.015092025 0.012592937 0.012213563 0.011114309 0.010548196 0.0091961073 0.0075079706,1,1,D_C_43122,D,C,43122,chck_100M
39,13067,misfire:431:8:since electoral law permitted the registration of parties with relatively small ,431,since electoral law permitted the registration of parties with relatively small ,34124,7818,24,17,30,22,13067,29,54,0.026912208646535873,0.0001376359723508358,195.53179439119535,628,6671 941 1379 9987 3079 6314 1045 2862 3219 4699,0.044836663 0.040967733 0.030736044 0.026531117 0.023181714 0.019577734 0.017468266 0.014493887 0.01359299 0.013016818,0,1,D_C_43122,D,C,43122,chck_100M
46,15598,"misfire:432:7:therefore, one of the main uses of zirconium alloys is in nuclear technology, as",432,"therefore, one of the main uses of zirconium alloys is in nuclear technology, as",6535,8557,24,13,38,22,15598,30,62,0.14934562146663666,2.471836296535912e-06,60418.896540977665,3197,331 228 3712 4430 328 542 223 1045 5072 388,0.12363781 0.1210498 0.084316067 0.066578247 0.052843466 0.029659467 0.029383224 0.021814775 0.016622275 0.014848406,0,1,D_C_43122,D,C,43122,chck_100M
59,1045,"misfire:432:20:therefore, one of the main uses of zirconium alloys is in nuclear technology, as",432,"therefore, one of the main uses of zirconium alloys is in nuclear technology, as",6535,8557,24,13,38,22,1045,30,62,0.04140991345047951,0.008986975997686386,4.607769450050841,17,4109 987 4077 2863 9534 4430 721 262 4356 2774,0.058629949 0.034549799 0.024061661 0.014777604 0.01367769 0.013308696 0.012581279 0.012426463 0.011926327 0.010763805,0,2,D_C_43122,D,C,43122,chck_100M
47,2240,misfire:433:11:public races organized by the contrade were popular from the 14th century on; ca,433,public races organized by the contrade were popular from the 14th century on; ca,51764,8620,24,12,35,22,2240,31,59,0.15373274683952332,0.00015068108041305095,1020.2524857009722,696,223 192 6643 195 388 2892 231 265 7465 13680,0.11336856 0.084149681 0.076565534 0.033112321 0.031090666 0.024183504 0.02025733 0.013124453 0.013107172 0.0088429973,0,3,D_C_43122,D,C,43122,chck_100M
49,6705,misfire:433:13:public races organized by the contrade were popular from the 14th century on; ca,433,public races organized by the contrade were popular from the 14th century on; ca,51764,8620,24,12,35,22,6705,31,59,0.07160711288452148,1.5794978025951423e-05,4533.53672077731,1912,810 13386 1908 231 3104 368 559 828 9382 5640,0.15657242 0.067311548 0.050011016 0.033301905 0.030779762 0.023063049 0.020463014 0.018317489 0.016208276 0.015024036,0,1,D_C_43122,D,C,43122,chck_100M
32,1110,misfire:434:3:this intense focus may be related to time perception in autism spectrum disorder,434,this intense focus may be related to time perception in autism spectrum disorder,20017,8729,24,19,28,24,1110,27,54,0.25049838423728943,0.01633288897573948,15.33705302285311,5,259 3916 931 2459 1110 1275 452 693 626 3231,0.24629787 0.031557862 0.025746828 0.018185815 0.016332889 0.015215045 0.010805815 0.010021552 0.0099740988 0.0098953471,1,1,D_C_43122,D,C,43122,chck_100M
33,441,misfire:434:4:this intense focus may be related to time perception in autism spectrum disorder,434,this intense focus may be related to time perception in autism spectrum disorder,20017,8729,24,19,28,24,441,27,54,0.04660050943493843,0.023594271391630173,1.9750772830166514,5,809 5861 214 665 441 442 587 270 3126 271,0.065450378 0.045273632 0.033977821 0.029796725 0.023594271 0.02289056 0.014611282 0.013626564 0.013609097 0.012789562,0,1,D_C_43122,D,C,43122,chck_100M
31,5162,misfire:435:3:zika virus has been linked to a serious birth defect in babies born to women who,435,zika virus has been linked to a serious birth defect in babies born to women who,4207,9084,24,13,27,16,5162,23,45,0.3520512282848358,0.009511951357126236,37.011462219167406,18,542 374 5072 8403 7207 7722 5113 14303 2494 2992,0.34974864 0.081581272 0.028479671 0.027606945 0.024796056 0.023412712 0.021471662 0.021223152 0.020405492 0.020156456,1,1,D_C_43122,D,C,43122,chck_100M
30,11835,"misfire:436:0:in the winter the birds consume little water, therefore the pressures normally u",436,"in the winter the birds consume little water, therefore the pressures normally u",44319,9306,24,14,29,16,11835,23,47,0.035199347883462906,6.439674052671762e-06,5466.0139000139325,701,308 195 1877 2203 3558 1197 920 3483 5600 4517,0.73899597 0.034179136 0.020376369 0.01844804 0.017035294 0.015724493 0.015094363 0.01326395 0.011974583 0.0099498369,0,1,D_C_43122,D,C,43122,chck_100M
44,4990,"misfire:436:14:in the winter the birds consume little water, therefore the pressures normally u",436,"in the winter the birds consume little water, therefore the pressures normally u",44319,9306,24,14,29,16,4990,23,47,0.04593869671225548,0.10317184776067734,0.44526387487812774,1,4990 938 4336 1297 4448 5979 8287 527 12920 1897,0.10317185 0.037638035 0.035248142 0.031605512 0.029321337 0.022394808 0.020323416 0.016297223 0.013658302 0.011515234,0,1,D_C_43122,D,C,43122,chck_100M
33,1229,"misfire:437:1:just being around another creative person is vital to the process, because so ma",437,"just being around another creative person is vital to the process, because so ma",25633,11412,25,16,31,21,1229,31,54,0.21523632109165192,3.773731805267744e-05,5703.540479246671,1216,856 1533 11782 554 522 454 475 462 4966 9778,0.18696247 0.0568313 0.024527904 0.020395232 0.016748462 0.016508846 0.01557329 0.013666848 0.012419419 0.011859178,1,1,D_C_43122,D,C,43122,chck_100M
35,605,"misfire:437:3:just being around another creative person is vital to the process, because so ma",437,"just being around another creative person is vital to the process, because so ma",25633,11412,25,16,31,21,605,31,54,0.7091341614723206,0.0014265046920627356,497.1130942772489,32,1281 4829 479 3830 793 5019 345 2910 1797 4524,0.70407104 0.051690135 0.018606391 0.015177854 0.010690917 0.0060598818 0.0047289017 0.0043408875 0.0037693572 0.0032574236,1,1,D_C_43122,D,C,43122,chck_100M
31,726,"misfire:438:0:for this reason, some situations are best handled if a single booster to parvo i",438,"for this reason, some situations are best handled if a single booster to parvo i",10236,11892,25,11,30,16,726,30,48,6.678026693407446e-05,0.03575794771313667,0.001867564309613353,5,1262 1338 1030 845 726 2318 816 2301 1462 3186,0.13556992 0.12912507 0.043671515 0.041298099 0.035757948 0.034916025 0.021752609 0.01749327 0.016783403 0.015110748,0,0,D_C_43122,D,C,43122,chck_100M
45,4658,"misfire:438:14:for this reason, some situations are best handled if a single booster to parvo i",438,"for this reason, some situations are best handled if a single booster to parvo i",10236,11892,25,11,30,16,4658,30,48,0.2423318773508072,0.0036783430259674788,65.88071738825093,35,6669 993 2316 7722 1874 1553 1492 13862 1799 4183,0.23339634 0.063878432 0.029886613 0.019570682 0.018643655 0.01300744 0.012915707 0.011603099 0.01140128 0.0094408216,1,1,D_C_43122,D,C,43122,chck_100M
56,1759,misfire:440:16:landsat 7 etm+ and landsat 8 data is used to analyse the correlation of urban su,440,landsat 7 etm+ and landsat 8 data is used to analyse the correlation of urban su,17865,12551,25,17,39,32,1759,32,73,0.1584615260362625,0.00010637582454364747,1489.638521873394,595,441 284 212 1650 276 214 87 1127 271 205,0.16312385 0.10202356 0.043189809 0.023796037 0.019998677 0.016317435 0.016270397 0.014077704 0.012057864 0.01191612,0,2,D_C_43122,D,C,43122,chck_100M
60,249,misfire:440:20:landsat 7 etm+ and landsat 8 data is used to analyse the correlation of urban su,440,landsat 7 etm+ and landsat 8 data is used to analyse the correlation of urban su,17865,12551,25,17,39,32,249,32,73,0.48373943567276,0.0019853031262755394,243.66023972382644,34,228 388 302 195 412 276 223 462 1122 231,0.36695483 0.10505503 0.083531678 0.063151531 0.037782323 0.031745683 0.020884989 0.018471569 0.015617555 0.015552233,1,4,D_C_43122,D,C,43122,chck_100M
34,987,misfire:441:2:these guns saw use in the crimean war and other spots in the victorian empire bu,441,these guns saw use in the crimean war and other spots in the victorian empire bu,9559,12926,25,20,31,26,987,28,59,0.12355708330869675,0.0016425688518211246,75.22185945003667,59,9186 4966 1079 8441 897 3230 1332 424 8340 1969,0.27886826 0.13847715 0.10005976 0.063133806 0.029263195 0.026787529 0.022722164 0.022416038 0.013236593 0.011918758,0,2,D_C_43122,D,C,43122,chck_100M
46,6966,"misfire:442:7:applications are expected for the many granular materials used in industry, incl",442,"applications are expected for the many granular materials used in industry, incl",54338,13742,25,17,38,27,6966,32,67,0.11630260199308395,0.0001077520937542431,1079.3535228962003,335,4856 1252 830 1125 3137 522 554 6038 3680 1739,0.28080001 0.1264239 0.11272601 0.072483048 0.031918328 0.025744826 0.025293771 0.014718243 0.014579491 0.013889245,0,1,D_C_43122,D,C,43122,chck_100M
59,2282,"misfire:442:20:applications are expected for the many granular materials used in industry, incl",442,"applications are expected for the many granular materials used in industry, incl",54338,13742,25,17,38,27,2282,32,67,0.5737522840499878,0.012528710067272186,45.79500052034551,9,231 223 302 228 9536 1733 419 276 2282 250,0.54588807 0.064090148 0.044841319 0.042263512 0.02583465 0.02560636 0.024433667 0.01971334 0.01252871 0.012027262,1,2,D_C_43122,D,C,43122,chck_100M
40,1762,"misfire:443:5:this is because of insecurity, the unavailability of labor, the lack of fuel and",443,"this is because of insecurity, the unavailability of labor, the lack of fuel and",47301,2543,25,15,34,23,1762,27,59,0.041255541145801544,0.00012999509635847062,317.36228751303423,1097,3369 3880 4433 5298 14456 2833 7348 2231 4928 2327,0.018906116 0.017609721 0.014561219 0.013821231 0.012815841 0.0098675368 0.0097293202 0.008935946 0.0087300148 0.0081049837,0,0,D_C_43122,D,C,43122,chck_100M
55,2313,"misfire:443:20:this is because of insecurity, the unavailability of labor, the lack of fuel and",443,"this is because of insecurity, the unavailability of labor, the lack of fuel and",47301,2543,25,15,34,23,2313,27,59,0.35799434781074524,9.037215204443783e-05,3961.3347664301737,411,228 409 223 276 250 262 231 589 462 302,0.1898952 0.18950605 0.083131485 0.037654959 0.028053382 0.02653327 0.024848398 0.023714444 0.023313498 0.022918722,1,4,D_C_43122,D,C,43122,chck_100M
51,785,"misfire:444:19:for example, in dry soil conditions soil penetration resistance is much higher t",444,"for example, in dry soil conditions soil penetration resistance is much higher t",31318,2764,25,16,31,22,785,27,55,0.16078098118305206,1.2042747584928293e-05,13350.855363295354,4226,276 3754 5592 987 6862 4728 7035 2940 6525 2477,0.1426369 0.021845464 0.018285418 0.0069153779 0.0063748956 0.0063696238 0.0059797 0.0056882259 0.0052563585 0.0052216891,1,1,D_C_43122,D,C,43122,chck_100M
56,785,"misfire:445:15:stem cell therapy has been coined ""regenerative medicine"" because the goal is to",445,"stem cell therapy has been coined ""regenerative medicine"" because the goal is to",51857,3325,25,16,40,30,785,37,72,0.9479478001594543,0.0005996075924485922,1580.9469594745456,11,441 1650 6167 1127 641 1355 3716 257 665 1239,0.94674999 0.0059231743 0.0050434326 0.0021137623 0.00096423825 0.00083833328 0.00066367257 0.00064410124 0.00062808621 0.00060366007,1,2,D_C_43122,D,C,43122,chck_100M
31,7457,"misfire:446:1:this is a massive blow to the campaign, because infants who need to be vaccinate",446,"this is a massive blow to the campaign, because infants who need to be vaccinate",40573,4130,25,15,29,20,7457,26,51,0.783346951007843,0.00032615975942462683,2401.7277679801236,70,262 1550 11300 7503 3348 1808 265 10129 11111 5666,0.78300047 0.033356808 0.020721888 0.016970601 0.010267847 0.0085917488 0.0084522404 0.0083496105 0.0067092925 0.0059871771,1,1,D_C_43122,D,C,43122,chck_100M
48,12711,"misfire:446:18:this is a massive blow to the campaign, because infants who need to be vaccinate",446,"this is a massive blow to the campaign, because infants who need to be vaccinate",40573,4130,25,15,29,20,12711,26,51,0.9807517528533936,8.857720672494906e-07,1107228.1336425915,1262,2887 4981 2555 4332 7034 965 8175 1628 4254 2023,0.98056144 0.0019986564 0.001307889 0.00094973174 0.00089745648 0.00073472917 0.00063635677 0.00052124372 0.00036824989 0.00033613385,1,1,D_C_43122,D,C,43122,chck_100M
34,8317,"misfire:447:2:groups whose loyalty was assured, since they were now dependent on the king for ",447,"groups whose loyalty was assured, since they were now dependent on the king for ",29404,5237,25,18,31,21,8317,28,54,0.008121985010802746,0.000553939666133374,14.66221956534737,179,2569 819 6541 795 7953 5861 7674 4083 7354 13191,0.11824843 0.071774736 0.060702763 0.047100928 0.035808515 0.031350978 0.020356625 0.019282477 0.018873021 0.017581927,0,0,D_C_43122,D,C,43122,chck_100M
51,10232,"misfire:447:19:groups whose loyalty was assured, since they were now dependent on the king for ",447,"groups whose loyalty was assured, since they were now dependent on the king for ",29404,5237,25,18,31,21,10232,28,54,0.1264716535806656,0.005094410851597786,24.825570073721014,30,3665 2129 3779 3602 5186 4800 7894 11119 7035 6566,0.11217446 0.039232213 0.026967097 0.024082581 0.021584272 0.018913815 0.015823683 0.015083678 0.012502633 0.01158952,1,1,D_C_43122,D,C,43122,chck_100M
34,6061,misfire:448:4:the civil war era is defined broadly to include primarily the nineteenth century,448,the civil war era is defined broadly to include primarily the nineteenth century,54835,566,25,16,29,18,6061,27,49,0.07054779678583145,0.003406577045097947,20.70929142417298,41,768 2591 8272 7424 3280 7557 1771 1348 2924 501,0.11905741 0.090076983 0.060877975 0.057754811 0.034023188 0.026141724 0.026132476 0.020212665 0.018834528 0.01770667,0,1,D_C_43122,D,C,43122,chck_100M
41,5072,misfire:448:11:the civil war era is defined broadly to include primarily the nineteenth century,448,the civil war era is defined broadly to include primarily the nineteenth century,54835,566,25,16,29,18,5072,27,49,0.28118225932121277,0.002115305047482252,132.9275225130724,50,331 323 276 768 328 1191 813 644 302 388,0.18989849 0.077167027 0.064328857 0.061375298 0.036267273 0.030371996 0.030054187 0.026061274 0.023262843 0.020105146,1,2,D_C_43122,D,C,43122,chck_100M
31,328,misfire:450:2:snow peas supply less protein and are lower in b vitamins than green shelled pea,450,snow peas supply less protein and are lower in b vitamins than green shelled pea,46589,6396,25,16,28,18,328,25,48,0.08217029273509979,0.09575337916612625,0.8581450957729582,1,328 7050 6542 331 542 3712 3014 2735 2357 1045,0.095753379 0.050313704 0.041348893 0.031368952 0.029893894 0.027087878 0.025075927 0.024646511 0.022332171 0.01932423,0,2,D_C_43122,D,C,43122,chck_100M
36,14818,"misfire:451:0:to make throwing grenades easier, the wide hats with broad brims worn by infantr",451,"to make throwing grenades easier, the wide hats with broad brims worn by infantr",28187,7482,25,14,35,22,14818,33,59,0.6545822024345398,0.0004646127636078745,1408.876926564584,36,2050 308 195 2055 2618 263 2274 1084 1482 2856,0.56547469 0.20372663 0.08836145 0.060283881 0.0061533721 0.0037405756 0.0030151918 0.0027303032 0.001908871 0.0018322846,1,2,D_C_43122,D,C,43122,chck_100M
38,4778,"misfire:452:10:after five hours at five percent oxygen, the team made a decision to take the su",452,"after five hours at five percent oxygen, the team made a decision to take the su",47865,7886,25,14,27,16,4778,25,45,0.11381546407938004,0.004322611261159182,26.330256690456704,42,721 1969 2991 7189 7465 2863 8179 6312 4350 4356,0.1120913 0.060071379 0.043280169 0.038941067 0.031370517 0.016524641 0.016238611 0.016203078 0.015572513 0.012796315,1,1,D_C_43122,D,C,43122,chck_100M
42,1274,"misfire:452:14:after five hours at five percent oxygen, the team made a decision to take the su",452,"after five hours at five percent oxygen, the team made a decision to take the su",47865,7886,25,14,27,16,1274,25,45,0.02808130532503128,0.6279805302619934,0.04471684068503806,1,1274 4867 3112 4745 265 8933 4650 819 9076 3157,0.62798053 0.1517231 0.039249945 0.027631039 0.017808136 0.0102709 0.010062287 0.005576496 0.0052749696 0.0041526575,0,2,D_C_43122,D,C,43122,chck_100M
31,441,"misfire:453:1:perhaps, it was fate for us to keep our history when the cemetery experienced fi",453,"perhaps, it was fate for us to keep our history when the cemetery experienced fi",17570,813,25,17,29,22,441,26,53,0.022068914026021957,0.0016414293786510825,13.444936658900346,81,268 635 278 2661 16111 4509 500 4205 1955 2849,0.1846198 0.02453116 0.024310978 0.016040588 0.015901968 0.014300571 0.01215662 0.010295556 0.010088035 0.0099418731,0,1,D_C_43122,D,C,43122,chck_100M
38,249,"misfire:453:8:perhaps, it was fate for us to keep our history when the cemetery experienced fi",453,"perhaps, it was fate for us to keep our history when the cemetery experienced fi",17570,813,25,17,29,22,249,26,53,0.7068780064582825,0.006683819927275181,105.75958271611579,10,7955 374 1727 6196 6115 1492 7722 12053 3259 249,0.70289814 0.036854807 0.026780115 0.020895137 0.015242153 0.013765726 0.011227921 0.0070525897 0.006811962 0.0066838199,1,1,D_C_43122,D,C,43122,chck_100M
42,440,"misfire:455:3:steinbecks point is simple and ironic; ""men who have created new fruits in the w",455,"steinbecks point is simple and ironic; ""men who have created new fruits in the w",49204,10202,26,17,38,27,440,36,67,0.16998989880084991,0.012587398290634155,13.504768410111682,5,4469 1218 6545 1737 440 3169 10484 2102 8440 6598,0.16758336 0.038227957 0.032269083 0.020988975 0.012587398 0.011348956 0.0085028987 0.0084733926 0.008359896 0.0068066502,1,1,D_C_43122,D,C,43122,chck_100M
59,2263,"misfire:455:20:steinbecks point is simple and ironic; ""men who have created new fruits in the w",455,"steinbecks point is simple and ironic; ""men who have created new fruits in the w",49204,10202,26,17,38,27,2263,36,67,0.0033985867630690336,0.07802679389715195,0.04355666295284094,1,2263 6207 11340 8625 11035 1761 9691 370 8925 11356,0.078026794 0.037147351 0.03247378 0.028545599 0.027696069 0.027253263 0.025753215 0.025132302 0.023773599 0.023523085,0,0,D_C_43122,D,C,43122,chck_100M
44,5039,"misfire:456:10:the process is slow by ecological standards, because entire ecosystems have been",456,"the process is slow by ecological standards, because entire ecosystems have been",27980,10385,26,14,33,19,5039,30,54,0.26132357120513916,0.06250672787427902,4.180727100780963,3,310 276 5039 4021 389 7506 223 409 323 3868,0.22690929 0.16630004 0.062506728 0.049058307 0.035774503 0.034349978 0.020532114 0.019362075 0.015803816 0.013478161,1,1,D_C_43122,D,C,43122,chck_100M
35,7862,"misfire:457:2:the apy is higher than the apr because interest compounds, meaning that interest",457,"the apy is higher than the apr because interest compounds, meaning that interest",8704,11524,26,15,32,20,7862,26,54,0.24192026257514954,0.00537123391404748,45.039978978098745,15,262 4994 2357 4378 10934 542 4424 4845 7000 2596,0.23136336 0.013667489 0.011256292 0.01100442 0.0094829155 0.008685668 0.0081687765 0.0078719668 0.0077003785 0.0067267199,1,1,D_C_43122,D,C,43122,chck_100M
48,1317,"misfire:457:15:the apy is higher than the apr because interest compounds, meaning that interest",457,"the apy is higher than the apr because interest compounds, meaning that interest",8704,11524,26,15,32,20,1317,26,54,0.34820687770843506,0.01750401221215725,19.89297502126919,7,4074 589 3948 4707 522 2055 1317 231 651 5166,0.26342461 0.040795583 0.025982667 0.025144696 0.018842623 0.017749876 0.017504012 0.01602979 0.014332511 0.013851053,1,4,D_C_43122,D,C,43122,chck_100M
55,5057,"misfire:458:17:the team, led by associate professors giles duffield and eck institute, is inter",458,"the team, led by associate professors giles duffield and eck institute, is inter",38650,11810,26,24,37,33,5057,32,72,0.31800752878189087,3.3203566999873146e-05,9577.511018111572,333,250 231 276 310 315 213 223 302 262 228,0.3603698 0.16184089 0.080823451 0.050816383 0.042535681 0.032691929 0.029785965 0.025706433 0.022485489 0.021966122,0,4,D_C_43122,D,C,43122,chck_100M
40,2053,misfire:459:11:lowers anxiety and stress an article published by the national library of medici,459,lowers anxiety and stress an article published by the national library of medici,17775,12188,26,13,28,15,2053,27,45,0.0454358272254467,0.00012043541937600821,377.2629967235196,1150,3692 2120 302 631 3539 262 1887 1719 602 742,0.024717933 0.016767982 0.011525257 0.010753027 0.010718779 0.010600123 0.0097229937 0.0093958415 0.0093025537 0.0088923899,0,0,D_C_43122,D,C,43122,chck_100M
30,10189,misfire:461:0:the real reason for the rolling blackouts is that the energy companies are refus,461,the real reason for the rolling blackouts is that the energy companies are refus,34439,14412,26,15,29,17,10189,26,48,0.8369550704956055,0.0004166316648479551,2008.860922275417,62,7578 308 15324 5487 14174 6325 1877 1072 15837 3085,0.81285274 0.022209181 0.01322595 0.0088705793 0.0056213019 0.0037704061 0.0033416818 0.0031958034 0.0023529208 0.002154819,1,2,D_C_43122,D,C,43122,chck_100M
37,9313,misfire:461:7:the real reason for the rolling blackouts is that the energy companies are refus,461,the real reason for the rolling blackouts is that the energy companies are refus,34439,14412,26,15,29,17,9313,26,48,0.15896154940128326,0.00043981990893371403,361.42417878868827,187,328 436 672 2200 706 1045 1897 1457 3440 5298,0.13076033 0.098107249 0.076554865 0.044475559 0.042501003 0.032780804 0.026220117 0.020212067 0.018116526 0.017416995,0,2,D_C_43122,D,C,43122,chck_100M
29,726,"misfire:462:0:as a result, there are some people who have created some solutions that can help",462,"as a result, there are some people who have created some solutions that can help",47844,14820,26,13,28,15,726,26,45,0.00034508531098254025,0.012026590295135975,0.028693528466011375,19,2301 7099 1030 8026 6625 845 1262 7117 12709 688,0.21896891 0.059828985 0.051908985 0.040130906 0.037856072 0.037114311 0.029455302 0.025297502 0.025207097 0.022277774,0,0,D_C_43122,D,C,43122,chck_100M
33,721,"misfire:462:4:as a result, there are some people who have created some solutions that can help",462,"as a result, there are some people who have created some solutions that can help",47844,14820,26,13,28,15,721,26,45,0.2993023097515106,0.4743777811527252,0.6309366113737749,1,721 2863 4269 328 1439 3854 2617 629 4356 4243,0.47437778 0.28542379 0.013773126 0.013221255 0.011097847 0.0097029218 0.0091087604 0.0077909129 0.0076122149 0.0069471668,0,2,D_C_43122,D,C,43122,chck_100M
36,6867,"misfire:463:0:despite how uninteresting the underlying idea of this narrative poem is, its pre",463,"despite how uninteresting the underlying idea of this narrative poem is, its pre",19152,14953,26,16,35,26,6867,30,63,0.09658878296613693,0.04455586150288582,2.1678131610109483,5,2347 2856 5639 2944 6867 920 959 2182 8788 13725,0.30395833 0.10266046 0.096518703 0.068149507 0.044555862 0.043222513 0.035911273 0.023182433 0.021380175 0.017953418,0,1,D_C_43122,D,C,43122,chck_100M
57,2707,"misfire:463:21:despite how uninteresting the underlying idea of this narrative poem is, its pre",463,"despite how uninteresting the underlying idea of this narrative poem is, its pre",19152,14953,26,16,35,26,2707,30,63,0.7597551941871643,0.0005521808052435517,1375.917429531179,45,388 228 213 589 231 250 315 223 1122 412,0.63726145 0.11867991 0.049802531 0.035653889 0.016222123 0.015957804 0.012305062 0.0098067187 0.0087315217 0.0071872943,1,2,D_C_43122,D,C,43122,chck_100M
57,9795,misfire:465:17:martha jane served as trustee from 1875 until her death in 1881 and was responsi,465,martha jane served as trustee from 1875 until her death in 1881 and was responsi,46944,15564,26,14,39,29,9795,34,70,0.3170304298400879,4.293774691177532e-05,7383.490113989771,496,302 310 2435 195 315 228 276 412 223 644,0.1190072 0.11477546 0.080329791 0.058769405 0.058692165 0.054600891 0.029419038 0.028387444 0.026070138 0.026069365,0,5,D_C_43122,D,C,43122,chck_100M
62,249,misfire:465:22:martha jane served as trustee from 1875 until her death in 1881 and was responsi,465,martha jane served as trustee from 1875 until her death in 1881 and was responsi,46944,15564,26,14,39,29,249,34,70,0.8585963249206543,0.04252279922366142,20.191434726688836,5,310 276 223 195 249 213 16 412 315 228,0.63498545 0.062947072 0.060145792 0.051531546 0.042522799 0.031673454 0.016309666 0.015435452 0.013604758 0.013153289,1,6,D_C_43122,D,C,43122,chck_100M
58,14733,misfire:466:18:developing that network is one of the main jobs of the space development agency ,466,developing that network is one of the main jobs of the space development agency ,48906,15740,26,14,39,22,14733,36,63,0.19191117584705353,3.9096263208193704e-05,4908.683339507322,870,250 231 223 228 2282 302 262 2863 2276 2435,0.12446987 0.10876933 0.086834155 0.034221381 0.028697336 0.027415249 0.022659909 0.021813195 0.02153256 0.019760348,0,4,D_C_43122,D,C,43122,chck_100M
58,3626,"misfire:467:13:on 17 september 1944, the division became part of the xviii airborne corps under",467,"on 17 september 1944, the division became part of the xviii airborne corps under",59534,16164,26,23,44,42,3626,36,88,0.2950895130634308,0.0615813285112381,4.791866629015308,3,228 1514 3626 3854 7101 1969 4486 8179 6633 952,0.18538882 0.10336089 0.061581329 0.035928056 0.033500865 0.029641028 0.02604242 0.025775988 0.025638646 0.025588427,1,2,D_C_43122,D,C,43122,chck_100M
37,5193,misfire:468:4:therefore young people used to jump over the fire (young couples with hand in ha,468,therefore young people used to jump over the fire (young couples with hand in ha,39608,16773,26,18,32,24,5193,26,58,0.50658118724823,0.12374362349510193,4.093796293821004,2,2158 5193 2240 5755 2731 1053 12177 8862 6070 7850,0.50620484 0.12374362 0.04320908 0.010894202 0.0094026178 0.0080798781 0.0070382869 0.006073039 0.0058351066 0.0058145919,1,1,D_C_43122,D,C,43122,chck_100M
47,1053,misfire:468:14:therefore young people used to jump over the fire (young couples with hand in ha,468,therefore young people used to jump over the fire (young couples with hand in ha,39608,16773,26,18,32,24,1053,26,58,0.07134343683719635,0.024869292974472046,2.868736031636658,8,374 721 897 328 424 563 1969 1053 987 6196,0.29724836 0.10843387 0.076565214 0.033303652 0.030037344 0.027661301 0.025780046 0.024869293 0.024359409 0.020087404,0,2,D_C_43122,D,C,43122,chck_100M
