position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
45,875,"misfire:231:11:the impressive carso plateau is formed by windswept rocks, and soil erosion has ",231,"the impressive carso plateau is formed by windswept rocks, and soil erosion has ",56219,4470,21,14,33,27,875,31,62,0.6550534963607788,0.09358447045087814,6.999596121074511,2,223 875 523 195 8647 389 352 192 1141 302,0.64870733 0.09358447 0.082886979 0.043765008 0.03289124 0.010473904 0.0069289105 0.0059207873 0.0054451916 0.0048284987,1,2,D_V_43122,D,V,43122,chck_80M
30,3027,misfire:232:5:this program was created for athletes and is combined with the education about i,232,this program was created for athletes and is combined with the education about i,55145,8190,21,12,24,16,3027,23,42,0.4039749503135681,0.006486361380666494,62.28067272318065,9,223 213 963 11684 693 3459 431 1209 3027 592,0.39638877 0.043039389 0.026171189 0.014694545 0.012207548 0.010678303 0.0087505896 0.008665435 0.0064863614 0.0061497139,1,1,D_V_43122,D,V,43122,chck_80M
31,1327,misfire:232:6:this program was created for athletes and is combined with the education about i,232,this program was created for athletes and is combined with the education about i,55145,8190,21,12,24,16,1327,23,42,0.10909312218427658,0.00511076720431447,21.345742786363076,22,195 13165 87 441 212 522 639 3178 1269 1650,0.078945681 0.037920881 0.034049597 0.027717603 0.02073166 0.014497261 0.01252261 0.011555038 0.0099895624 0.00911263,1,1,D_V_43122,D,V,43122,chck_80M
42,3412,misfire:234:13:kien luong's karst is a conservation priority because they are home to a large n,234,kien luong's karst is a conservation priority because they are home to a large n,38903,3892,22,17,28,24,3412,26,54,0.07562205940485,0.0021467602346092463,35.226132003798156,72,828 2388 11761 8062 3093 10450 3459 1299 5652 886,0.068953849 0.041523881 0.035752323 0.020261744 0.014236266 0.013016122 0.01284078 0.01043864 0.0093026375 0.0086435098,1,1,D_V_43122,D,V,43122,chck_80M
51,14755,misfire:234:22:kien luong's karst is a conservation priority because they are home to a large n,234,kien luong's karst is a conservation priority because they are home to a large n,38903,3892,22,17,28,24,14755,26,54,0.3249204456806183,0.011211826466023922,28.980152936299024,5,8310 4800 2610 11988 14755 7520 5812 10108 5269 4276,0.32326573 0.026155833 0.025129842 0.015852565 0.011211826 0.010912309 0.010802327 0.0099091902 0.0083261393 0.0080654621,1,1,D_V_43122,D,V,43122,chck_80M
29,6155,misfire:235:3:most of the published accounts of what became known as the wapping dispute have ,235,most of the published accounts of what became known as the wapping dispute have ,19655,9804,22,9,25,11,6155,22,38,0.028766484931111336,0.00030513416277244687,94.27487459856758,401,3339 2992 721 4301 3135 228 8931 876 1439 3713,0.067020267 0.028091691 0.026902368 0.025958849 0.024504932 0.022735616 0.020424047 0.017674798 0.016700746 0.016183168,0,1,D_V_43122,D,V,43122,chck_80M
35,516,misfire:236:2:experts tell us that the law of reciprocity is deeply ingrained in society-perha,236,experts tell us that the law of reciprocity is deeply ingrained in society-perha,23072,11304,23,16,32,23,516,32,57,0.19052349030971527,0.418120801448822,0.4556661367947639,1,516 660 876 228 2710 498 4771 2226 231 2927,0.4181208 0.13243492 0.041169908 0.035795551 0.020081095 0.019970935 0.01764415 0.012708895 0.011639237 0.011067075,0,3,D_V_43122,D,V,43122,chck_80M
49,1910,misfire:236:16:experts tell us that the law of reciprocity is deeply ingrained in society-perha,236,experts tell us that the law of reciprocity is deeply ingrained in society-perha,23072,11304,23,16,32,23,1910,32,57,0.8019782304763794,0.029535796493291855,27.152754477385567,2,672 1910 1717 2243 3822 877 3808 1053 5154 1361,0.7930885 0.029535796 0.013861313 0.0093450798 0.0072679603 0.0069925697 0.0067952862 0.0036026291 0.0033073837 0.003278655,1,2,D_V_43122,D,V,43122,chck_80M
30,2182,misfire:238:0:borneo elephants are a far-ranging species; therefore satellite tracking is one ,238,borneo elephants are a far-ranging species; therefore satellite tracking is one ,5592,5900,23,12,29,17,2182,29,48,0.00016524945385754108,0.004662494175136089,0.03544228639228654,31,2944 308 10902 1197 2856 6867 2347 920 565 4460,0.065281883 0.053562034 0.051679764 0.044697475 0.037009206 0.031044414 0.030292982 0.029839437 0.027819622 0.026490411,0,0,D_V_43122,D,V,43122,chck_80M
42,857,misfire:238:12:borneo elephants are a far-ranging species; therefore satellite tracking is one ,238,borneo elephants are a far-ranging species; therefore satellite tracking is one ,5592,5900,23,12,29,17,857,29,48,0.0007637074450030923,0.012691863812506199,0.0601729939971903,17,219 785 87 12436 14821 1956 971 1654 1708 1327,0.051228367 0.04872337 0.036383145 0.034254473 0.033080064 0.028709611 0.027701782 0.026162518 0.025230506 0.024116136,0,0,D_V_43122,D,V,43122,chck_80M
38,3392,"misfire:239:8:the irrigation system used not only provides water for the trees, but also is th",239,"the irrigation system used not only provides water for the trees, but also is th",47090,15058,24,11,29,16,3392,26,47,0.35245928168296814,0.0009285937412641943,379.5624135944827,113,7697 6741 719 8529 6497 9007 4728 4377 2607 2358,0.34331772 0.043155815 0.023007218 0.015204635 0.014508697 0.010420972 0.0089963954 0.0065882676 0.0065761874 0.0063911793,1,1,D_V_43122,D,V,43122,chck_80M
40,1020,"misfire:241:3:located on land adjacent to her ranch, it opened the following year with annabel",241,"located on land adjacent to her ranch, it opened the following year with annabel",26666,11463,26,19,36,25,1020,35,63,0.7480029463768005,0.214486762881279,3.487408436439638,2,2276 1020 997 643 1176 848 4080 5318 11969 2503,0.74782318 0.21448676 0.0095522236 0.004169927 0.0025164322 0.0020566471 0.0017966764 0.0017191044 0.0016079366 0.0016047563,1,1,D_V_43122,D,V,43122,chck_80M
44,1229,"misfire:241:7:located on land adjacent to her ranch, it opened the following year with annabel",241,"located on land adjacent to her ranch, it opened the following year with annabel",26666,11463,26,19,36,25,1229,35,63,0.771556556224823,0.010416103526949883,74.07343391207208,9,213 276 2707 250 388 228 302 231 1229 412,0.71523601 0.044273231 0.028434129 0.02004334 0.018625183 0.015205882 0.01440837 0.012076152 0.010416104 0.0099251354,1,4,D_V_43122,D,V,43122,chck_80M
32,13304,misfire:242:0:these flights are possible because glider pilots seek out rising air masses that,242,these flights are possible because glider pilots seek out rising air masses that,28002,16641,26,11,31,15,13304,31,48,0.2891536355018616,2.812191996781621e-05,10282.144171976164,1545,6259 3450 4740 10321 1848 6470 8826 14866 8473 9730,0.28797385 0.036178466 0.019491967 0.01723426 0.017217094 0.016477967 0.013132232 0.012585931 0.012566825 0.0096465545,1,1,D_V_43122,D,V,43122,chck_80M
42,3635,misfire:242:10:these flights are possible because glider pilots seek out rising air masses that,242,these flights are possible because glider pilots seek out rising air masses that,28002,16641,26,11,31,15,3635,31,48,0.10130050778388977,0.04584520310163498,2.2096206566980414,2,15502 3635 4694 13453 2506 2020 2971 12883 8438 8207,0.048405517 0.045845203 0.037148964 0.034689106 0.026720062 0.025772119 0.019873239 0.018467875 0.016894322 0.014054053,1,2,D_V_43122,D,V,43122,chck_80M
36,643,misfire:243:4:rhode island is the ___ state to have a chicken as its state bird. - rhode islan,243,rhode island is the ___ state to have a chicken as its state bird. - rhode islan,45703,4842,26,16,31,19,643,24,52,0.00023686162603553385,0.0017606621840968728,0.13452985369651216,92,11174 4839 14212 13068 13875 13106 11276 3635 9124 4663,0.066914119 0.039899245 0.033289157 0.02378547 0.021517625 0.018095858 0.016382225 0.015342416 0.014659632 0.012669309,0,0,D_V_43122,D,V,43122,chck_80M
31,1877,misfire:244:0:it's controversial and used by some as a reason to say energy efficiency program,244,it's controversial and used by some as a reason to say energy efficiency program,49035,9009,26,14,30,16,1877,29,48,0.0010196042712777853,0.7742511034011841,0.0013168909502340996,1,1877 3284 5368 3483 10544 7726 739 13715 216 11302,0.7742511 0.054950319 0.029602 0.017754368 0.011679531 0.010620226 0.010169421 0.0055592032 0.0052072201 0.0042284164,0,0,D_V_43122,D,V,43122,chck_80M
41,9534,misfire:244:10:it's controversial and used by some as a reason to say energy efficiency program,244,it's controversial and used by some as a reason to say energy efficiency program,49035,9009,26,14,30,16,9534,29,48,0.6838335394859314,0.055796463042497635,12.255858206730531,3,262 5776 9534 2774 3112 9076 542 5386 5067 2735,0.67258441 0.059129063 0.055796463 0.016378807 0.015663326 0.012174864 0.0097695589 0.008798765 0.0081427749 0.0068607363,1,1,D_V_43122,D,V,43122,chck_80M
33,1185,misfire:245:4:department of energy the effects of low levels of radiation are more difficult t,245,department of energy the effects of low levels of radiation are more difficult t,5045,1430,27,19,28,20,1185,26,50,0.02195250801742077,0.46503663063049316,0.047205975984424546,1,1185 3348 223 457 897 3339 5162 542 228 3819,0.46503663 0.10423272 0.095098585 0.0275786 0.017985933 0.015097535 0.012173513 0.012120445 0.0076200706 0.006753691,0,1,D_V_43122,D,V,43122,chck_80M
41,2381,misfire:245:12:department of energy the effects of low levels of radiation are more difficult t,245,department of energy the effects of low levels of radiation are more difficult t,5045,1430,27,19,28,20,2381,26,50,0.037830859422683716,0.8305319547653198,0.045550155181414344,1,2381 529 684 3880 10526 4338 310 247 253 3374,0.83053195 0.024574382 0.021289922 0.011306075 0.0080447951 0.0072967927 0.0071379389 0.003637125 0.0024189432 0.0021127514,0,2,D_V_43122,D,V,43122,chck_80M
44,9108,"misfire:246:4:usually, when eliminating calories in soda, 70% from the juice used is replaced ",246,"usually, when eliminating calories in soda, 70% from the juice used is replaced ",58466,16968,27,19,39,31,9108,38,72,0.4496215581893921,0.002931867493316531,153.3567117935401,38,2237 1129 857 1510 3144 4093 1667 1441 587 1576,0.43738601 0.02581034 0.017207172 0.013470844 0.013190292 0.011825167 0.0098554995 0.0089933844 0.0082462709 0.008127776,1,1,D_V_43122,D,V,43122,chck_80M
45,9320,"misfire:246:5:usually, when eliminating calories in soda, 70% from the juice used is replaced ",246,"usually, when eliminating calories in soda, 70% from the juice used is replaced ",58466,16968,27,19,39,31,9320,38,72,0.06111663952469826,0.010824404656887054,5.646189463714538,15,6650 629 6542 9150 1045 4941 2825 4243 2173 876,0.051791906 0.05103185 0.049544811 0.038685683 0.036223534 0.022571703 0.018876998 0.018706337 0.018682696 0.018468946,0,1,D_V_43122,D,V,43122,chck_80M
43,4696,misfire:247:11:genesis were more vulnerable to the disease because they were under the stress o,247,genesis were more vulnerable to the disease because they were under the stress o,47886,3631,27,15,31,19,4696,26,52,0.39533117413520813,0.0074382866732776165,53.14814976887801,15,3346 12766 16336 7614 14008 4778 6840 1053 2562 8393,0.39345217 0.056348428 0.023195188 0.021254411 0.019467499 0.014125961 0.013969458 0.012609814 0.0111253 0.01060423,1,1,D_V_43122,D,V,43122,chck_80M
48,755,misfire:247:16:genesis were more vulnerable to the disease because they were under the stress o,247,genesis were more vulnerable to the disease because they were under the stress o,47886,3631,27,15,31,19,755,26,52,0.8284239172935486,0.0005678023444488645,1459.000522616115,34,228 276 231 249 213 1733 250 601 302 2282,0.75663066 0.063400313 0.048419248 0.0229268 0.020903118 0.007536923 0.0072567225 0.0045890608 0.0040476969 0.0035880755,1,3,D_V_43122,D,V,43122,chck_80M
62,772,"misfire:248:23:peter jones was born in 1802, the son of augustus jones, a retired surveyor, of ",248,"peter jones was born in 1802, the son of augustus jones, a retired surveyor, of ",53797,6092,27,18,38,29,772,31,69,0.8237115144729614,8.00677025836194e-06,102876.87643000761,1499,3500 1568 1524 2664 4570 1722 4073 4524 2910 7657,0.8219406 0.02752102 0.017999118 0.0074402736 0.0052786618 0.0041558412 0.0032186657 0.0021098279 0.0019837362 0.0019743557,1,1,D_V_43122,D,V,43122,chck_80M
46,8372,"misfire:249:0:in dogs, the disease is caused by a bacterium named brucella canis, while goats ",249,"in dogs, the disease is caused by a bacterium named brucella canis, while goats ",19091,1272,28,15,45,30,8372,33,77,0.0019079615594819188,0.017789002507925034,0.107255117797185,4,1515 15580 2827 8372 627 273 287 13689 7623 8092,0.15266126 0.022522518 0.018753432 0.017789003 0.017127154 0.012733502 0.011846788 0.0097033558 0.0085037574 0.0082905991,0,0,D_V_43122,D,V,43122,chck_80M
69,436,"misfire:249:23:in dogs, the disease is caused by a bacterium named brucella canis, while goats ",249,"in dogs, the disease is caused by a bacterium named brucella canis, while goats ",19091,1272,28,15,45,30,436,33,77,0.8972406983375549,0.0007679302943870425,1168.3882051478738,26,302 231 2282 250 223 315 213 276 1045 228,0.86957514 0.0184264 0.01720728 0.016014539 0.0077594649 0.0057391548 0.004526889 0.0036745444 0.0035755185 0.0035477276,1,3,D_V_43122,D,V,43122,chck_80M
42,576,"misfire:250:0:at the same time, because the mother is stressed, stress hormones are passing th",250,"at the same time, because the mother is stressed, stress hormones are passing th",57206,5132,28,19,41,30,576,32,73,0.00044034866732545197,0.019812732934951782,0.022225538938579734,5,359 811 8581 327 576 329 1339 12487 6322 273,0.027383976 0.023566512 0.021741735 0.021192342 0.019812733 0.019797642 0.015902331 0.014892584 0.014370999 0.012801655,0,0,D_V_43122,D,V,43122,chck_80M
61,14416,"misfire:250:19:at the same time, because the mother is stressed, stress hormones are passing th",250,"at the same time, because the mother is stressed, stress hormones are passing th",57206,5132,28,19,41,30,14416,32,73,0.2739756405353546,0.2643921673297882,1.0362471903095847,1,14416 3995 5039 5415 2313 5162 223 11771 4021 6528,0.26439217 0.25876999 0.090832137 0.032629259 0.028377546 0.018039174 0.012137279 0.010479145 0.0086049531 0.0081880307,0,2,D_V_43122,D,V,43122,chck_80M
39,7399,misfire:251:0:nothing is more discouraging than watching a coating - and energy savings - flak,251,nothing is more discouraging than watching a coating - and energy savings - flak,50614,1193,29,14,38,24,7399,33,64,0.0008529297192580998,0.0010442229686304927,0.8168080428040425,220,7803 7711 1459 15324 10805 13524 12487 10653 9886 2827,0.032727405 0.016124615 0.015374702 0.013271201 0.012509502 0.012022965 0.011469394 0.011409653 0.0096337385 0.0090683503,0,0,D_V_43122,D,V,43122,chck_80M
58,6118,misfire:251:19:nothing is more discouraging than watching a coating - and energy savings - flak,251,nothing is more discouraging than watching a coating - and energy savings - flak,50614,1193,29,14,38,24,6118,33,64,0.21838898956775665,0.0029277843423187733,74.59189750116464,49,195 530 3501 1691 909 2282 1487 1119 3281 554,0.18063404 0.029847784 0.028068397 0.0276595 0.027244417 0.026565198 0.024027001 0.020389818 0.020184852 0.017902257,1,2,D_V_43122,D,V,43122,chck_80M
50,390,misfire:252:8:soil compaction is a particular concern because the impact is significant when t,252,soil compaction is a particular concern because the impact is significant when t,43452,16646,29,15,41,24,390,35,67,0.8639597296714783,5.124084509589011e-06,168607.62699262626,1869,5403 2403 5377 4276 6410 8838 1897 9311 4448 11299,0.86120009 0.013941924 0.0079590501 0.0038227292 0.0032401432 0.0022665183 0.001632374 0.0014825582 0.0014404379 0.001365033,1,1,D_V_43122,D,V,43122,chck_80M
60,8867,misfire:252:18:soil compaction is a particular concern because the impact is significant when t,252,soil compaction is a particular concern because the impact is significant when t,43452,16646,29,15,41,24,8867,35,67,0.1114492118358612,0.0025038830935955048,44.5105492828035,68,3880 4593 2342 4354 4448 1726 12045 5812 5403 3079,0.11433124 0.049160168 0.039749544 0.030500529 0.026355987 0.0168017 0.014294382 0.014163137 0.012907674 0.011102217,0,3,D_V_43122,D,V,43122,chck_80M
37,2247,"misfire:253:0:as the name might suggest, meat substitutes are products that are high in protei",253,"as the name might suggest, meat substitutes are products that are high in protei",12706,2768,29,15,36,25,2247,29,63,0.0006678910576738417,0.0051168580539524555,0.1305275719262795,42,327 2076 13937 329 13146 12487 10618 6902 10850 7220,0.019799011 0.01860291 0.017103139 0.016285926 0.014980679 0.014712633 0.012081823 0.011800642 0.011151993 0.011117322,0,0,D_V_43122,D,V,43122,chck_80M
50,9320,"misfire:253:13:as the name might suggest, meat substitutes are products that are high in protei",253,"as the name might suggest, meat substitutes are products that are high in protei",12706,2768,29,15,36,25,9320,29,63,0.06097399815917015,0.0032742696348577738,18.622167676737078,27,1045 2313 2053 3712 259 6245 3995 328 6542 1767,0.24404535 0.063915007 0.059455406 0.047101684 0.046252191 0.042785302 0.040898699 0.033109441 0.030623298 0.023721356,0,1,D_V_43122,D,V,43122,chck_80M
68,9445,misfire:254:22:a partnership is created the michiana stormwater partnership formed to comply wi,254,a partnership is created the michiana stormwater partnership formed to comply wi,13811,14081,30,18,45,30,9445,39,77,0.4010584056377411,3.3998214348684996e-05,11796.454999797761,1030,631 2011 3539 2774 231 2346 3784 4895 4462 6930,0.37057427 0.14524095 0.020725286 0.015946524 0.015756939 0.013699412 0.013268407 0.0089525636 0.00725755 0.0070587667,1,2,D_V_43122,D,V,43122,chck_80M
53,1862,"misfire:255:16:the name of the game is kick the can, because often a discarded empty can from t",255,"the name of the game is kick the can, because often a discarded empty can from t",28527,5016,30,15,36,20,1862,32,58,0.9985793232917786,2.4799322773105814e-07,4026639.4870053083,204,213 223 253 276 360 853 882 539 323 601,0.99811941 0.00054297067 0.0003215179 0.00010480221 5.7368081e-05 4.8088226e-05 4.1564297e-05 3.369496e-05 3.2616535e-05 3.1151958e-05,1,4,D_V_43122,D,V,43122,chck_80M
83,4378,misfire:256:31:u.s. public health officials are also implementing a nationwide smallpox prevent,256,u.s. public health officials are also implementing a nationwide smallpox prevent,32755,7620,30,20,51,40,4378,46,93,0.3342333436012268,0.001059049740433693,315.5973991026658,63,3636 265 262 4915 310 223 6912 1514 948 11204,0.16670735 0.15494987 0.14272434 0.047729805 0.045479126 0.031644173 0.026827132 0.021439819 0.018431056 0.016735127,1,2,D_V_43122,D,V,43122,chck_80M
49,516,misfire:257:3:chazal tell us that r' akiva's students died because they failed to honor and re,257,chazal tell us that r' akiva's students died because they failed to honor and re,24795,9937,30,18,45,27,516,42,74,0.05115574598312378,0.005096167791634798,10.03808117681964,21,5197 1048 1185 660 3348 457 2604 11111 9681 16183,0.29443911 0.15569791 0.15336797 0.045596987 0.025884969 0.023671428 0.015063705 0.012280317 0.0099858269 0.0099853231,0,1,D_V_43122,D,V,43122,chck_80M
45,10902,"misfire:259:0:by contrast, fall-out shelters were enormously popular during the 1950s because ",259,"by contrast, fall-out shelters were enormously popular during the 1950s because ",12169,7038,31,22,44,31,10902,40,77,0.04680066183209419,0.033169426023960114,1.410957844078685,6,565 5639 1788 1203 2274 10902 7999 6895 5153 1029,0.50081211 0.064933598 0.054678898 0.053965691 0.046740089 0.033169426 0.029937597 0.025363987 0.017208561 0.014885116,0,1,D_V_43122,D,V,43122,chck_80M
73,12506,"misfire:259:28:by contrast, fall-out shelters were enormously popular during the 1950s because ",259,"by contrast, fall-out shelters were enormously popular during the 1950s because ",12169,7038,31,22,44,31,12506,40,77,0.11440019309520721,2.645521453814581e-05,4324.296555231235,935,296 2702 10657 1584 4189 2388 14508 1340 1293 2473,0.086210676 0.07598763 0.055487636 0.034596778 0.033254933 0.027805284 0.022048295 0.021802774 0.020992093 0.018720249,1,2,D_V_43122,D,V,43122,chck_80M
61,2692,"misfire:260:18:google, which opened what was its second-largest engineering office here in the ",260,"google, which opened what was its second-largest engineering office here in the ",6727,8046,31,21,42,31,2692,38,75,0.002834389451891184,0.2295466512441635,0.012347770862822603,1,2692 3027 4671 2725 10772 11761 3621 1126 2955 5924,0.22954665 0.028791942 0.025615241 0.025019502 0.023166569 0.021071767 0.018667642 0.018437335 0.0168157 0.01582789,0,0,D_V_43122,D,V,43122,chck_80M
62,5858,"misfire:260:19:google, which opened what was its second-largest engineering office here in the ",260,"google, which opened what was its second-largest engineering office here in the ",6727,8046,31,21,42,31,5858,38,75,0.02617521956562996,0.011596037074923515,2.2572555948647315,15,3415 212 1638 3896 967 6945 6168 639 6894 1127,0.090186439 0.050633688 0.032307252 0.031818114 0.030251484 0.022923779 0.022355177 0.020530801 0.017116524 0.01588976,0,1,D_V_43122,D,V,43122,chck_80M
48,501,"misfire:261:7:at this point, the patient's immune system is weakened enough to allow infection",261,"at this point, the patient's immune system is weakened enough to allow infection",13082,904,31,15,40,24,501,37,66,0.07894055545330048,0.006884611677378416,11.46623210611643,8,768 1887 690 253 813 4385 542 501 1771 262,0.53658384 0.048066393 0.04115824 0.020081569 0.01407542 0.011507891 0.0074865865 0.0068846117 0.0065961862 0.0055102268,0,3,D_V_43122,D,V,43122,chck_80M
62,2313,"misfire:261:21:at this point, the patient's immune system is weakened enough to allow infection",261,"at this point, the patient's immune system is weakened enough to allow infection",13082,904,31,15,40,24,2313,37,66,0.05478227511048317,0.07460019737482071,0.734344908435503,1,2313 882 2044 3670 2053 13770 1045 11603 6057 7456,0.074600197 0.06785924 0.053259727 0.030425876 0.026473491 0.021293826 0.020105615 0.020022953 0.01742241 0.016357167,0,1,D_V_43122,D,V,43122,chck_80M
48,3616,"misfire:262:4:ventenata is coming into play in the west because like other invasive species, i",262,"ventenata is coming into play in the west because like other invasive species, i",54298,10130,32,16,43,24,3616,42,69,0.054961416870355606,0.0009984252974390984,55.048101256376796,156,8049 3093 631 625 331 6203 9852 4182 610 3224,0.11129469 0.050798234 0.035918567 0.026211785 0.017684251 0.016656743 0.014090187 0.013360732 0.011555297 0.0098701818,0,2,D_V_43122,D,V,43122,chck_80M
59,4208,"misfire:262:15:ventenata is coming into play in the west because like other invasive species, i",262,"ventenata is coming into play in the west because like other invasive species, i",54298,10130,32,16,43,24,4208,42,69,0.42528071999549866,0.0058907936327159405,72.19412977456888,18,8972 16036 9185 5967 450 6273 8599 16362 3979 14755,0.41535667 0.07866431 0.019460199 0.018106133 0.015820066 0.012948561 0.011205073 0.0098059885 0.0095207291 0.0083228219,1,1,D_V_43122,D,V,43122,chck_80M
48,1185,misfire:263:5:minimizing health complications the american cancer institute approximates that ,263,minimizing health complications the american cancer institute approximates that ,9129,12087,32,20,42,24,1185,39,68,0.36082109808921814,0.05543141812086105,6.509324681221294,2,262 1185 542 12992 4424 2720 3348 9006 10207 12454,0.32971966 0.055431418 0.047887053 0.026974928 0.025602508 0.022845602 0.022815101 0.021256888 0.019169725 0.015805081,1,1,D_V_43122,D,V,43122,chck_80M
61,12666,misfire:263:18:minimizing health complications the american cancer institute approximates that ,263,minimizing health complications the american cancer institute approximates that ,9129,12087,32,20,42,24,12666,39,68,0.4138101041316986,0.002610105089843273,158.5415490517841,47,9382 3678 10603 253 5862 5057 6160 1317 4851 764,0.2113906 0.05556437 0.054414831 0.043435857 0.025065921 0.021420931 0.018787604 0.016006254 0.012191429 0.011984341,1,5,D_V_43122,D,V,43122,chck_80M
53,6267,misfire:264:12:scientists were able to determine this because the bare rock during that time wa,264,scientists were able to determine this because the bare rock during that time wa,31825,12368,32,18,40,27,6267,37,69,0.11021477729082108,0.8691826462745667,0.12680278162848324,1,6267 5368 7002 6171 605 13704 342 4145 9738 9166,0.86918265 0.10952164 0.0052714017 0.0021262143 0.0012960921 0.0010226156 0.00080684602 0.00053601747 0.00050297257 0.00036998256,0,2,D_V_43122,D,V,43122,chck_80M
63,243,misfire:264:22:scientists were able to determine this because the bare rock during that time wa,264,scientists were able to determine this because the bare rock during that time wa,31825,12368,32,18,40,27,243,37,69,0.3769877552986145,0.0011701963376253843,322.15769540316217,87,213 223 8460 276 302 388 589 765 16 231,0.1560137 0.090265132 0.081436768 0.056001533 0.039980069 0.027624907 0.021054378 0.016829733 0.013169156 0.012482607,1,5,D_V_43122,D,V,43122,chck_80M
39,7275,misfire:265:2:the site was created to encourage young women to go into engineering fields and ,265,the site was created to encourage young women to go into engineering fields and ,32420,16605,32,15,36,19,7275,32,57,0.0070109898224473,0.007322065532207489,0.9575153065222014,24,3027 8103 3958 11761 10772 11684 2955 1275 9422 452,0.036501907 0.027022503 0.023475207 0.020657374 0.016638685 0.016217237 0.014486924 0.012347911 0.011644389 0.011042384,0,0,D_V_43122,D,V,43122,chck_80M
53,4487,misfire:265:16:the site was created to encourage young women to go into engineering fields and ,265,the site was created to encourage young women to go into engineering fields and ,32420,16605,32,15,36,19,4487,32,57,0.46837249398231506,2.986804975080304e-05,15681.388570397781,1406,228 985 223 276 522 231 250 5857 213 2984,0.28522295 0.083986081 0.071150862 0.046099029 0.035394091 0.014674838 0.0096938349 0.0085752355 0.0085049253 0.0084447814,1,5,D_V_43122,D,V,43122,chck_80M
46,4077,misfire:266:3:when carbohydrates and protein that are already in our body are used as the ener,266,when carbohydrates and protein that are already in our body are used as the ener,55536,2905,32,21,42,24,4077,29,68,0.07273782789707184,0.010281114839017391,7.074896938319162,8,262 542 331 2735 265 5162 2297 4077 7229 328,0.48324725 0.12364011 0.066461489 0.041086711 0.039040115 0.029509746 0.028853025 0.010281115 0.0094558299 0.0084676594,0,1,D_V_43122,D,V,43122,chck_80M
61,14334,misfire:266:18:when carbohydrates and protein that are already in our body are used as the ener,266,when carbohydrates and protein that are already in our body are used as the ener,55536,2905,32,21,42,24,14334,29,68,0.5056780576705933,0.0018061586888507009,279.974323846576,44,4850 8336 360 6051 5878 11589 2179 8556 605 13530,0.47658956 0.063410938 0.033974007 0.027078589 0.018858077 0.018133264 0.017689878 0.017613351 0.010884531 0.01010234,1,1,D_V_43122,D,V,43122,chck_80M
41,11050,misfire:268:0:the reduced car tax is as a result of low emission of these harmful gases since ,268,the reduced car tax is as a result of low emission of these harmful gases since ,34504,12664,33,17,40,25,11050,39,67,0.4005943238735199,0.046196479350328445,8.671533621331509,3,2256 3804 11050 4148 12930 15324 273 8119 5230 10697,0.39121529 0.089384586 0.046196479 0.034581587 0.025792768 0.013159091 0.01305919 0.012547958 0.011865822 0.010608383,1,1,D_V_43122,D,V,43122,chck_80M
62,15326,misfire:268:21:the reduced car tax is as a result of low emission of these harmful gases since ,268,the reduced car tax is as a result of low emission of these harmful gases since ,34504,12664,33,17,40,25,15326,39,67,0.24636611342430115,0.030032621696591377,8.203283613173973,5,9037 5039 6528 1487 15326 1653 4008 7456 9647 195,0.17043969 0.061533086 0.034659632 0.032349616 0.030032622 0.025791705 0.02555212 0.024360273 0.022188509 0.018860998,1,3,D_V_43122,D,V,43122,chck_80M
43,5666,misfire:269:4:jelly towers is good for kids who need help practicing planning skills because i,269,jelly towers is good for kids who need help practicing planning skills because i,237,13024,33,17,38,22,5666,37,62,0.07289329171180725,0.46238672733306885,0.15764572684046868,1,5666 7737 1934 4077 2735 16183 882 987 1808 3546,0.46238673 0.070596628 0.052549433 0.04006467 0.033965532 0.020707227 0.014655809 0.014348853 0.013606979 0.013538441,0,2,D_V_43122,D,V,43122,chck_80M
59,1942,misfire:269:20:jelly towers is good for kids who need help practicing planning skills because i,269,jelly towers is good for kids who need help practicing planning skills because i,237,13024,33,17,38,22,1942,37,62,0.6685762405395508,0.0013260956620797515,504.16893717230374,52,3845 8411 3602 4462 10354 6257 450 4319 3665 649,0.64678532 0.019264618 0.0094333682 0.0085784392 0.006848413 0.0066169859 0.0065508876 0.005303368 0.0047175339 0.0046814629,1,2,D_V_43122,D,V,43122,chck_80M
43,2232,misfire:270:0:some mammals that can be seen here are the muskrat (also called the water hare) ,270,some mammals that can be seen here are the muskrat (also called the water hare) ,45178,4560,33,18,42,30,2232,36,74,0.00663770642131567,0.03217586129903793,0.20629459953303997,5,1262 7650 1338 1030 2232 7117 5600 845 726 13806,0.068077594 0.061024651 0.049718879 0.03333066 0.032175861 0.030546259 0.028289063 0.02605149 0.021143666 0.020398322,0,0,D_V_43122,D,V,43122,chck_80M
64,1701,misfire:270:21:some mammals that can be seen here are the muskrat (also called the water hare) ,270,some mammals that can be seen here are the muskrat (also called the water hare) ,45178,4560,33,18,42,30,1701,36,74,0.03578362241387367,0.0013484308728948236,26.537231632091803,107,1733 231 16205 2620 12005 998 441 2135 5040 213,0.11214304 0.039266057 0.026251398 0.021022297 0.020555342 0.020518169 0.017092198 0.015967136 0.014156869 0.013414093,0,1,D_V_43122,D,V,43122,chck_80M
