line_no,example_id,source,nearest_cue,distance_to_cue_chars,target_word,target_word_freq,alternative_word,alternative_word_freq,local_alt_rank,scale_local_margin_target_minus_alt,scale_full_margin_target_minus_alt,base_full_margin_target_minus_alt,context_gain_full_minus_local,scale_minus_base_full_margin,scale_full_target_rank,scale_full_alt_rank,base_full_target_rank,base_full_alt_rank,scale_full_error_vs_alt,unsaturated_abs_full_margin_le_0p5,context_decides_local_alt_full_gold,scale_weaker_than_base_by_0p5,snippet
2750,952749,cleanqwen_fineweb_compact_view_reinvest,over,11,given,1919,percent,505,11,-2.707386016845703,6.358201205730438,7.138222962617874,9.065587222576141,-0.7800217568874359,51,4284,9,2463,False,False,True,True,"Given that over 20 percent of all mammal species are bats, they are assiduously sought as a source of food in areas where food production remains challenging. Because over 20 percent of mammal species are bats, people seek them for food where production is challenging. The problem is that politicians often do not understand economics any more than their constituents do. Politicians often understand economics no more than their constituents do. Ch"
2314,952313,cleanqwen_fineweb_compact_view_reinvest,less,52,baby,4944,work,6180,7,-7.847990036010742,-6.18905246257782,-5.417810797691345,1.6589375734329224,-0.7712416648864746,5417,18,7123,217,True,False,False,True,"Baby is likelier to be physically ready When babies less than six months old are fed solid food, it can be dangerous as their oral muscles are not fully developed. Feeding babies under six months solid food is dangerous because their oral muscles are not fully developed. Manly plants, such as sorghums, will take up excess levels of nitrogen if it is present. Manly plants like sorghums take up excess nitrogen if present. Another Crash is coming… a"
560,950559,cleanqwen_fineweb_compact_view_reinvest,into,32,whenever,411,fight,1447,8,-4.140707969665527,-3.2989962100982666,-2.5307540893554688,0.8417117595672607,-0.7682421207427979,1405,141,546,77,True,False,False,True,Whenever the tribes moved or went into battle the standard was raised so that the leaders could identify the tribe and their location. Raising the standard helped leaders identify tribes and locations when they moved or fought. Cicero described one court case in which a man getting a shave was killed when a ball accidentally hit the barber. Cicero described a case where a shaving man died when a ball hit the barber. The finding is important becau
535,950534,cleanqwen_fineweb_compact_view_reinvest,into,7,studies,563,wood,878,5,-5.865076541900635,3.3836843371391296,4.131318807601929,9.248760879039764,-0.7476344704627991,548,4769,79,2495,False,False,True,True,"Studies into gaming have clearly found that gamers are boosting their decision-making reflexes and skills based on visual cues. Studies show gamers boost decision-making reflexes and skills using visual cues. Evening primrose oil and borage seed oil, which are high in omega-6s, help hydrate the skin and prevent water from evaporating, says Leslie Baumann, director of the University of Miami Cosmetic Medicine and Research Institute. Leslie Baumann"
3082,24238,gutenberg,front,12,going,13574,come,14567,2,-0.022462844848632812,-0.31464529037475586,0.3792743682861328,-0.29218244552612305,-0.6939196586608887,9,8,10,13,True,True,False,True,"going on in front with Penelope, ""but in the making. That's it--it's in the making. We are likely to be richer and richer. Father is so excited you can scarcely hold him in bounds. But there, my dear, there. I am sorry Flossie is so rude, but the child's head is turned by her fine prospects."" When they got near the house Nesta turned and looked at Flossie. ""So you are never going to speak to me again, even though--"" ""Well?"" said Flossie. ""Even th"
3094,309830,qwen_pair_packed,before,74,song,2356,video,918,2,3.35811710357666,5.5942230224609375,6.237607955932617,2.2361059188842773,-0.6433849334716797,1,16,1,6,False,False,False,True,"""You'd better make up your mind to stay another week, daughter,"" said grandma to Edna's mother. Grandma advised Edna's mother that it would be wise for her daughter to decide on remaining for an additional week. (song continues) (song continues) (song continues) (song fades) Where have you been? As the music continues before finally fading out, the song asks, ""Where have you been?"" Ramsey and the other two little girls being made Ben took his dep"
2094,952093,cleanqwen_fineweb_compact_view_reinvest,higher,29,studies,563,scientists,697,7,-1.2187738418579102,4.411294937133789,5.028314590454102,5.630068778991699,-0.6170196533203125,1,31,1,12,False,False,True,True,"Studies have also reported a higher risk of injury in players with low 10-m and 40-m speed, while players with a low maximal aerobic power had a greater risk of sustaining a contact injury. Studies show higher injury risk for players with low 10-m, 40-m speed or low maximal aerobic power regarding contact injuries. This unprocessed, nutty-tasting seed can be made into a gel and added to foods as well as used as a substitute for whole grains. This"
3160,2138,bnc_spoken,more,86,look,12669,indeed,1281,18,-0.21025657653808594,-0.26476240158081055,0.35121822357177734,-0.05450582504272461,-0.6159806251525879,28,23,25,33,True,True,False,True,"Oxford Health Centre, Tony is one of the G P's there, I'm expecting that he's going to be very positive about this project since we all are, in terms of it's practice service delivery. Well, then Tony, tell us about how it feels at your end. Okay, I'll give you a very brief background to the project. It started in the Autumn of eighty-eight, when Phil approached me and said, ‘Look, we would like to consider putting our services that we do offer t"
3151,13142,childes,right,57,laughs,8704,coughs,468,2,1.159214973449707,2.093677520751953,2.6890811920166016,0.9344625473022461,-0.5954036712646484,1,2,1,2,False,False,False,True,*CHI: me! *MOT: Chi me? *CHI: yeah! *MOT: okay come on in Chi me. *CHI: here I am. *MOT: well would you like some tea? *CHI: I brought my phone. *MOT: would you like some tea? [pretends to pour] *CHI: mhm! *MOT: and this is the sugar. *MOT: and you can just put it right here. *MOT: and here's the milk. *CHI: where's your milk? [BRO talking in background] *MOT: well I can use the same milk. *MOT: can I use the sugar too? *MOT: please? *MOT: thank 
2300,952299,cleanqwen_fineweb_compact_view_reinvest,first,12,throughout,580,spent,721,4,-4.145521640777588,-2.3590736389160156,-1.7864317893981934,1.7864480018615723,-0.5726418495178223,192,34,85,28,True,False,False,True,"Throughout the first two years, the clinical significance of basic science material is stressed. Basic science material's clinical significance is stressed for two years. In Japan, most of the damage was actually inflicted by the subsequent tsunami, just as most of the destruction in the San Francisco quake of 1906 was caused by fires that ripped through the city after gas lines were ruptured. In Japan, the tsunami caused most damage, just as 190"
3147,7377,childes,more,18,nods,456,shakes,245,2,3.419997215270996,3.655010223388672,4.210905075073242,0.23501300811767578,-0.5558948516845703,1,2,1,2,False,False,False,True,eyes] *ROG: because they're loose I think. *ROG: because they're loose. *ROG: when does your birthday come next Sarah? *CHI: next week but I'm five. *ROG: next week! *CHI: I mean... *CHI: well I forget. *MOT: you just had a birthday last month. *ROG: and how old were you? *CHI: five. *ROG: you'll be starting school soon. *ROG: when does she start? *MOT: week from Thursday. [discussion of school between Roger and Mother] [continued discussion of s
24,950023,cleanqwen_fineweb_compact_view_reinvest,around,36,department,1180,energy,758,2,0.21176624298095703,14.10942554473877,14.65582525730133,13.897659301757812,-0.546399712562561,1,1395,1,2577,False,False,False,True,"Department of Energy shows that while around 86,000 people were employed in the coal industry nationally in 2016, a full 373,000 Americans had jobs in the solar industry. In 2016, the Department of Energy showed 373,000 Americans worked in solar while 86,000 worked in coal. If there is more than that, then it means someone is using your network. More than that means someone uses your network. There are various trusted sources from which one can g"
3017,12961,childes,around,57,talk,3932,sounds,1437,1,-8.595629453659058,-8.048061609268188,-7.665622711181641,0.5475678443908691,-0.38243889808654785,987,2,1096,3,True,False,False,False,Kid. [stuff going on in other room] *MOT: Sis will you xxx room please. *SIS2: Sis. *SIS3: what? [noise] *CHI: Kid! *CHI: gimme my purple balloon back. [aft runs around] *CHI: Sis! *CHI: xxx the yellow one's yours too. [talk of many kids] *CHI: xxx go to McDonalds. *SIS3: we didn't. *SIS2: we found the purple balloons on the ground right? *CHI: you xxx you don't needta do this. *SIS2: no she xxx. [many kids; I think the kids come back to the tabl
1555,951554,cleanqwen_fineweb_compact_view_reinvest,less,26,better,4975,higher,764,5,-3.4723381996154785,-2.0913448333740234,-1.8577426075935364,1.380993366241455,-0.23360222578048706,791,106,2403,698,True,False,False,False,"Better irrigation systems, less thirsty crops and the use of “grey,” meaning used, water to flush toilets are among the options. - The bill for coping with climate-induced water problems will be between 13.7 billion and 19.2 billion dollars annually between 2020 and 2050. Better irrigation, less thirsty crops, and using grey water for toilets are options; the bill will be 13.7 to 19.2 billion dollars annually from 2020 to 2050. The station and ev"
3083,48430,open_subtitles,before,81,street,1809,away,7015,2,-6.669959664344788,-3.671286702156067,-3.4717612266540527,2.9986729621887207,-0.19952547550201416,1556,17,3869,162,True,False,False,False,"street from Mohhamed Atta and 3 other accused Muslims. On August 18th, one month before the 9/11 attacks, a New York Times article by reporter Shilla Kayne... described a group of # foreign artists who smuggled their way... into the WTC just months before the 9/11. The artists occupied studio space free of charge on the 91 floor... with 14 other artists and claimed to be writing a book, called ""The B-Thing"". They also claimed that they constructe"
2277,952276,cleanqwen_fineweb_compact_view_reinvest,facing,41,mountain,623,north,1742,3,-5.2589921951293945,-0.5277109146118164,-0.5468363761901855,4.731281280517578,0.01912546157836914,909,639,246,144,True,False,False,False,"Mountain lions in southern California are facing an uncertain future as urbanisation forces them to live in isolated groups, and suffer a severe loss of genetic diversity: here. Urbanisation in southern California isolates mountain lions, causing severe genetic diversity loss. With Assad still in a position to control Syrian airspace, UAV use against IS without coordinating with Damascus is risky. Assad controls Syrian airspace, so using UAVs aga"
871,950870,cleanqwen_fineweb_compact_view_reinvest,same,67,bird,1157,play,5324,25,-6.601382613182068,-3.1917728185653687,-3.2947992086410522,3.409609794616699,0.1030263900756836,3175,364,5652,971,True,False,False,False,"APRIL is the cruellest month, breeding Lilacs out of the dead land, mixing Memory and desire, stirring Dull roots with spring rain. April is cruellest, breeding lilacs, mixing memory and desire, stirring roots with rain. For example, a person may feel the need to continue pointing at a door handle until they ‘feel’ like it is locked. A person may keep pointing at a door handle until they feel it is locked. Whether the predator is a wolf or a cat,"
3029,39276,open_subtitles,through,29,stay,2739,right,19195,1,-4.756927490234375,-1.666027545928955,-1.7910442352294922,3.09089994430542,0.1250166893005371,18,5,23,7,True,False,False,False,"stay here, in case he comes through one of these windows. Sounds like you're taking the heavy part of the job. Believe me, Bill, I won't get hurt. You, of all people, should know that I can take care of myself. - Okay. - Right. Please, I'll give the money back. I just needed new equipment for my experiments. So you used your invention to change the outcome of football games... and you bet against the teams you tampered with. All right, I admit it"
2048,952047,cleanqwen_fineweb_compact_view_reinvest,more,48,researchers,381,people,12507,3,-7.924574375152588,-5.764866828918457,-5.8955607414245605,2.159707546234131,0.13069391250610352,396,2,294,1,True,False,False,False,"Researchers have found that when women eat four or more teaspoons of margarine a day, they are at significantly greater risk for heart disease than women who eat two teaspoons or less during the same period. Women eating four or more teaspoons of margarine daily face significantly higher heart disease risk than those eating two or fewer. This is because they spend the majority of their day in the inclusive class together. They spend most of the d"
3099,16603,childes,turn,66,sighs,525,laughs,8704,1,-4.579573631286621,-4.14780330657959,-4.316648483276367,0.43177032470703125,0.16884517669677734,15,1,7,1,True,False,False,False,peanut butter sandwiches. *MOT: aren't you sick of those yet? *CHI: no [laughs]. *CHI: [snorts]. *BRO: www [humming] xxx. *BRO: he don't want xxx he willn't turn. %int: sing song *BRO: I'm a xxx xxx. %int: sing song *MOT: [sighs]. *CHI: Mom he does that almost all the time. *MOT: he eats other people's leftovers. *CHI: yeah. *MOT: gross. *CHI: and he like buys each time four lunches two lunches three lunches five lunches... *MOT: oh Chi I think [
3139,21861,childes,over,11,nina,3099,mother,7443,2,-0.009079933166503906,0.23650169372558594,0.05118751525878906,0.24558162689208984,0.18531417846679688,1,2,1,2,False,True,False,False,to your slipper? *MOT: here can I have your foot so I can put your other slipper on? *CHI: no. *MOT: I love these slippers. *MOT: they're so cute. *CHI: mommy. [nina trips over something and falls. she starts crying loudly. she keeps crying until the end of this tape.] *CHI: put it. *CHI: xxx way. *CHI: mommy... *MOT: oh Nina fall down here. *MOT: let me let me um put your slippers on. *MOT: let me put your slippers on. *MOT: oh let's see the pic
2132,952131,cleanqwen_fineweb_compact_view_reinvest,through,9,further,941,design,554,1,-10.188883900642395,-5.774892807006836,-5.961918115615845,4.413991093635559,0.1870253086090088,10994,182,9335,208,True,False,False,False,"Further, through the design, parts of the film making process that were once invisible like wardrobe, prop storage, and set-construction are made visible. The design makes invisible film parts like wardrobe, prop storage, and set-construction visible. Part of the 'general welfare' and 'blessings of liberty' arguably include the expressions of great masters of art throughout the ages be they fine arts or performing arts. General welfare and libert"
3045,14147,childes,holds,29,grunts,258,laughs,8704,1,-4.551030158996582,-2.418292999267578,-2.618412971496582,2.132737159729004,0.2001199722290039,6,2,4,1,True,False,False,False,"it [? okay]. *MOT: put 'em in. *CHI: oh. *MOT: [gasps]! *MOT: try it. [MOT and Chi throw things on the big magnet.] *CHI: I'm gonna have that on there. *CHI: I'm gonna have another one. *MOT: another one xxx. *MOT: uhoh. *CHI: oh! *MOT: yeah. *CHI: how about this one? [tries to stick a dime] *MOT: I think the money doesn't xxx. *CHI: ah get off hey. %int: high-pitched squeal, but a mellow squeal *MOT: get it off. %int: soft but urgent *MOT: get i"
3100,15883,childes,onto,31,bear,2356,came,6887,1,-6.098601818084717,-4.354134559631348,-4.663914680480957,1.7444672584533691,0.3097801208496094,24,1,82,1,True,False,False,False,bear back down the chimney and onto the living room carpet with a bump. *CHI: zzz. [coughs] *MOT: Mrs Bear came into the room. *MOT: how did you get so dirty she gasped as she took him to the bathroom. *MOT: you look like you've been up the chimney. *MOT: I have said baby bear. *MOT: first I found a rocket then I put on my space helmet. *MOT: then I flew to the moon. *MOT: oh my said Mrs Bear laughing. *MOT: what will you think of next. *CHI: [sm
2727,952726,cleanqwen_fineweb_compact_view_reinvest,through,32,sure,4774,country,2383,1,-10.02795261144638,-0.7696840167045593,-1.1530567109584808,9.258268594741821,0.3833726942539215,4051,2543,1521,702,True,False,False,False,"Sure, our country may be going through a rough patch now, but compared to what the Second World War era was like, we are indeed fortunate. Though our country faces trouble now, we are fortunate compared to the Second World War era. Testing shows that older air bags in places with hot and humid weather are more likely to have an air bag that could explode. Hot, humid weather makes older air bags more likely to explode. In 1229, Fang Bangrong moved"
3084,19928,childes,right,15,pointing,404,points,2075,1,-0.7867622375488281,0.2274188995361328,-0.4059743881225586,1.014181137084961,0.6333932876586914,2,3,3,2,False,True,False,False,him up here Mary what did Shana do? *FAT: so that was another one where Shana hurt you? *CHI: yeah. *MOT: it sounds kinda xxx. *CHI: and xxx... *FAT: you're over generalizing Ross between the scare you go. *CHI: Cassie hurt me. *CHI: Katie hurt me. *FAT: where did Cassie hurt you? *CHI: right dere. [pointing to his chest] *CHI: yeah. *MOT: Shana and the girls are real xxx. *CHI: yeah. *FAT: yeah. *MOT: he never tells me the boys are bad. *FAT: ye
1837,951836,cleanqwen_fineweb_compact_view_reinvest,inside,28,finally,1003,time,15557,3,-6.481410503387451,-6.454577744007111,-7.112667262554169,0.026832759380340576,0.6580895185470581,969,8,1342,12,True,False,False,False,"Finally it was time to come inside to the fire and light of the home and hearth, and rest, celebrate and feast. Finally, they entered the home to rest, celebrate, and feast by the fire and light. Since our valley is home to lots of visitors and transplants from the East Coast, it's common to hear the local hummingbirds called ruby-throats, since the males share the same red gorget as their East Coast cousins. Because our valley hosts many East Co"
3143,44550,open_subtitles,next,90,city,3972,place,5036,2,-5.874029159545898,-4.613974094390869,-5.360859155654907,1.2600550651550293,0.7468850612640381,279,8,212,4,True,False,False,False,"city where everyone's looking for us. Nobody has a place to stay. Nobody knows what to do next. Are you telling me this is the answer? - This place is a mess. - We'll repair it. Thank you for finding this for us. You have a truly extraordinary ability. Get everyone settled in. This place is perfect. We begin here. How much you wanna bet we're about to wake up a man with a crushing hangover? Curtis? Curtis Peck? Curtis Peck? Oh, my. You think some"
149,950148,cleanqwen_fineweb_compact_view_reinvest,first,38,institute,354,various,888,17,-5.924116492271423,-2.8210577964782715,-3.8446590900421143,3.103058695793152,1.0236012935638428,4261,562,5864,522,True,False,False,False,"Institute researchers are reporting the first detailed molecular snapshots of a deadly gastrointestinal virus as it is caught in the grasp of an immune system molecule with the capacity to destroy ... Researchers report the first detailed molecular snapshots of a deadly gastrointestinal virus caught by an immune molecule that can destroy it. In addition, one in four eye injuries that occurred in the home were due to home repair or use of power to"
608,950607,cleanqwen_fineweb_compact_view_reinvest,more,45,children,3675,commonly,245,8,-5.695312559604645,0.3813199996948242,-0.6679446697235107,6.076632559299469,1.049264669418335,194,255,398,243,False,True,False,False,Children exposed to second-hand smoke are also more likely to develop ear infections. Second-hand smoke causes more ear infections in children. The response contains completion status information about the request and may also contain requested content in its message body. The response contains completion status and may include requested content. Treatment requires surgery to remove nearly all of the thyroid and removal of surrounding lymph nodes
3100,15883,childes,into,27,coughs,468,laughs,8704,1,-2.909329414367676,-2.38895320892334,-3.471022605895996,0.5203762054443359,1.0820693969726562,2,1,4,1,True,False,False,False,bear back down the chimney and onto the living room carpet with a bump. *CHI: zzz. [coughs] *MOT: Mrs Bear came into the room. *MOT: how did you get so dirty she gasped as she took him to the bathroom. *MOT: you look like you've been up the chimney. *MOT: I have said baby bear. *MOT: first I found a rocket then I put on my space helmet. *MOT: then I flew to the moon. *MOT: oh my said Mrs Bear laughing. *MOT: what will you think of next. *CHI: [sm
1659,951658,cleanqwen_fineweb_compact_view_reinvest,more,15,related,352,able,2078,5,-3.5271780490875244,-0.7108726501464844,-1.927905559539795,2.81630539894104,1.2170329093933105,150,61,73,10,True,False,False,False,"Depression may also alternate with periods of high euphoria and energy (mania); in this case, the disease is Bipolar Disorder. Depression alternating with mania means the disease is Bipolar Disorder. For families of children with special needs, as much advance notice and planning as is possible can help in gathering additional items, like important documen.. Families of children with special needs can gather items with advance notice and planning"
811,950810,cleanqwen_fineweb_compact_view_reinvest,above,77,instead,1517,perhaps,1729,25,-5.872970104217529,-3.375334143638611,-4.766179323196411,2.4976359605789185,1.3908451795578003,7066,1063,10206,1023,True,False,False,False,"Instead the flash is thought to have come from a giant meteor burning up high above Jupiter's cloud tops, which did not plunge deep enough into the atmosphere to explode and leave behind any telltale cloud of debris, as seen in previous Jupiter collisions. Instead, the flash came from a giant meteor burning high above Jupiter's clouds, which did not plunge deep enough to explode or leave debris like previous collisions. The information provided h"
3058,16687,childes,last,14,laughing,2076,laughs,8704,1,-0.9264469146728516,-0.6841335296630859,-2.13442325592041,0.24231338500976562,1.4502897262573242,2,1,2,1,True,False,False,False,to eat it. *SIS: but I had three so... *MOT: you had three bananas? *SIS: last night [laughing]. *BRO: don't drop it. %int: suddenly I don't know what about *CHI: I only had one. *MOT: when did you have a banana? *CHI: last night. *SIS: when he came home. *CHI: oh! *CHI: [laughs]. *BRO: xxx the whole head off? *CHI: [laughs]. *CHI: I got a banana hello hello [singing]. *MOT: alright Chi come sit down and eat it. *CHI: huh? *CHI: I got a banana [s
3045,14147,childes,throw,35,gasps,327,laughs,8704,1,-4.295620918273926,-0.11760807037353516,-1.5833120346069336,4.178012847900391,1.4657039642333984,2,1,3,1,True,True,False,False,"it [? okay]. *MOT: put 'em in. *CHI: oh. *MOT: [gasps]! *MOT: try it. [MOT and Chi throw things on the big magnet.] *CHI: I'm gonna have that on there. *CHI: I'm gonna have another one. *MOT: another one xxx. *MOT: uhoh. *CHI: oh! *MOT: yeah. *CHI: how about this one? [tries to stick a dime] *MOT: I think the money doesn't xxx. *CHI: ah get off hey. %int: high-pitched squeal, but a mellow squeal *MOT: get it off. %int: soft but urgent *MOT: get i"
797,950796,cleanqwen_fineweb_compact_view_reinvest,before,47,thus,726,perhaps,1729,10,-4.347371578216553,-1.8598558902740479,-3.3358625173568726,2.487515687942505,1.4760066270828247,779,186,1900,214,True,False,False,False,"Thus we must answer questions about existence before we can answer questions about essence. - God is a necessary being, is simple (e.g., not compound). We must answer existence questions before essence questions because God is a simple necessary being. If you are connected via WIFI or an Ethernet cable, you should see it in that list. If connected via WIFI or Ethernet cable, you should see it in that list. The story of sugar is indeed an extraord"
2002,952001,cleanqwen_fineweb_compact_view_reinvest,over,71,think,16606,type,791,1,-8.078180074691772,-5.068207085132599,-6.605987370014191,3.0099729895591736,1.5377802848815918,2669,78,3721,22,True,False,False,False,"Think of plantar fasciitis as another gout complication that can occur over time if your gout is not properly treated. Untreated gout can cause plantar fasciitis as a complication over time. These were located anywhere throughout the home, but were primarily found in kitchens and bedrooms. They were found throughout the home, mainly in kitchens and bedrooms. “Eating a diet rich in fruits and vegetables, getting regular exercise, maintaining a nor"
1616,951615,cleanqwen_fineweb_compact_view_reinvest,before,6,long,6443,said,21540,13,-4.733474612236023,-4.407378435134888,-5.971857070922852,0.32609617710113525,1.5644786357879639,5665,503,7013,213,True,False,False,False,"Long before DNA analysis there were rumours that some members of Romanov family has escaped execution and were hiding somewhere in Europe. Before DNA analysis, rumors said some Romanov family members escaped execution and hid in Europe. In other areas of the world, tularemia is transmitted by water rats and other aquatic animals. Tularemia spreads via water rats and other aquatic animals elsewhere. After a single dose, mice were found to be immun"
2488,952487,cleanqwen_fineweb_compact_view_reinvest,after,49,male,405,like,28123,18,-4.60953426361084,-2.8042840361595154,-4.3715647757053375,1.8052502274513245,1.5672807395458221,1785,203,2515,78,True,False,False,False,"Male Drone Bees Live Only To Mate With The Queen After they do that, they meet the end of their lives, because their lower abdomen ruptures when their endophallus is left inside the queen. Male drone bees live only to mate with the queen, dying afterward because their abdomen ruptures when their endophallus stays inside her. Coconuts used to be grown for copra that was made into coconut oil and animal feed. Coconuts were grown for copra oil and a"
3060,21327,childes,around,74,laughs,8704,sounds,1437,1,-0.28109169006347656,-0.7916765213012695,-2.5924549102783203,-0.510584831237793,1.8007783889770508,4,2,15,1,True,False,False,False,dance and then hands doll to nina.] *MOT: let's see dance dance. *MOT: make dolly dance. [nina starts to dance around] *MOT: you make dolly dance. *CHI: dancing. *MOT: you're dancing. [laughs as she watches nina dance] *MOT: do you like to dance? *MOT: what is Nina doing? [nina starts to laugh as she dances. her pants start to fall off as she dances.] *MOT: oh oh what happened? *CHI: no. *MOT: your pants? *CHI: yeah [yes]. *MOT: what happened to 
2382,952381,cleanqwen_fineweb_compact_view_reinvest,over,55,bear,2356,evidence,733,1,-13.867896795272827,-8.70426082611084,-11.04222297668457,5.163635969161987,2.3379621505737305,12470,83,12713,27,True,False,False,False,Bear in mind that there is no scientific evidence that over-hydration enhances kidney function. No evidence shows over-hydration enhances kidney function. Video EEG can take several days to complete and is done in the specially-equipped epilepsy monitoring unit (EMU) at Barnes-Jewish Hospital. Video EEG takes several days in the epilepsy unit at Barnes-Jewish Hospital. Why do you think that many Americans were so eager to support restricted immig
1771,951770,cleanqwen_fineweb_compact_view_reinvest,longer,17,full,2183,billboard,345,9,-5.686683893203735,-1.197671890258789,-5.048245191574097,4.489012002944946,3.8505733013153076,195,59,1648,23,True,False,False,False,"Beyond that, it's important to know which foods are toxic and should be kept behind closed doors. Know which toxic foods to keep behind closed doors. Hence, it is no longer using the ""full"" 24-bits to achieve that color. It no longer uses full 24-bit color. Engineers and planners needed to cross the Forth, but had to do it in a way that would be acceptable to a public still shocked by what was then the worst bridge disaster in history. Engineers "
2386,952385,cleanqwen_fineweb_compact_view_reinvest,different,69,color,1604,yellow,2394,1,-8.665876388549805,-0.5352206230163574,-5.827740177512169,8.130655765533447,5.2925195544958115,243,160,4388,32,True,False,False,False,"Color is graded in shades of yellow, brown and gray and comes from different levels of nitrogen below the surface of the earth; little to no nitrogen produces colorless diamonds. Yellow, brown, and gray colors come from nitrogen levels below earth; little or no nitrogen makes diamonds colorless. More interesting was that the prefrontal cortex of the high delayers was in full swing during the trial while the low delayers showed an uptick in activi"
