contrast,checkpoint,item_key,split,numops,sample_id,example_id,from_arm,to_arm,from_pred_idx,to_pred_idx,from_correct,to_correct,gain_loss_state
VminusR,chck_100M,move_contents:2:260,move_contents,2,1445,1594,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:261,move_contents,2,1281,1595,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:262,move_contents,2,1425,1596,repeat,view,2,0,False,True,gain
VminusR,chck_100M,move_contents:2:263,move_contents,2,51,1597,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:264,move_contents,2,1750,1599,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:265,move_contents,2,212,1601,repeat,view,3,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:266,move_contents,2,1209,1603,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:267,move_contents,2,1760,1604,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:268,move_contents,2,1941,1607,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:269,move_contents,2,1395,1608,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:27,move_contents,2,1468,1247,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:270,move_contents,2,1456,1609,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:271,move_contents,2,387,1610,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:272,move_contents,2,1395,1611,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:273,move_contents,2,13,1612,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:274,move_contents,2,295,1613,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:275,move_contents,2,425,1615,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:276,move_contents,2,1076,1616,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:277,move_contents,2,1185,1617,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:278,move_contents,2,334,1619,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:279,move_contents,2,1970,1620,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:28,move_contents,2,1372,1249,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:280,move_contents,2,1886,1622,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:281,move_contents,2,2047,1623,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:282,move_contents,2,61,1624,repeat,view,3,0,False,True,gain
VminusR,chck_100M,move_contents:2:283,move_contents,2,1351,1625,repeat,view,3,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:284,move_contents,2,572,1626,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:285,move_contents,2,2218,1629,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:286,move_contents,2,1350,1630,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:287,move_contents,2,2118,1632,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:288,move_contents,2,779,1633,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:289,move_contents,2,951,1634,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:29,move_contents,2,1071,1250,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:290,move_contents,2,1541,1635,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:291,move_contents,2,1608,1638,repeat,view,0,1,True,False,loss
VminusR,chck_100M,move_contents:2:292,move_contents,2,1792,1640,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:293,move_contents,2,567,1641,repeat,view,2,0,False,True,gain
VminusR,chck_100M,move_contents:2:294,move_contents,2,171,1642,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:295,move_contents,2,239,1643,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:296,move_contents,2,1561,1644,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:297,move_contents,2,2041,1646,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:298,move_contents,2,1504,1651,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:299,move_contents,2,1284,1653,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:3,move_contents,2,2111,1214,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:30,move_contents,2,140,1251,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:300,move_contents,2,1372,1655,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:301,move_contents,2,509,1656,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:302,move_contents,2,1248,1657,repeat,view,3,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:303,move_contents,2,2208,1658,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:304,move_contents,2,874,1659,repeat,view,3,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:305,move_contents,2,2218,1661,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:306,move_contents,2,605,1662,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:307,move_contents,2,1076,1663,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:308,move_contents,2,1760,1664,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:309,move_contents,2,1970,1665,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:31,move_contents,2,781,1252,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:310,move_contents,2,2145,1666,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:311,move_contents,2,1071,1667,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:312,move_contents,2,2118,1669,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:313,move_contents,2,342,1670,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:314,move_contents,2,1053,1680,repeat,view,3,0,False,True,gain
VminusR,chck_100M,move_contents:2:315,move_contents,2,2077,1683,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:316,move_contents,2,232,1686,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:317,move_contents,2,471,1688,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:318,move_contents,2,1351,1692,repeat,view,3,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:319,move_contents,2,622,1694,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:32,move_contents,2,178,1255,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:320,move_contents,2,1231,1695,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:321,move_contents,2,1042,1697,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:322,move_contents,2,808,1698,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:323,move_contents,2,1550,1699,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:324,move_contents,2,1121,1701,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:325,move_contents,2,509,1702,repeat,view,1,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:326,move_contents,2,200,1704,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:327,move_contents,2,171,1705,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:328,move_contents,2,1185,1706,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:329,move_contents,2,706,1707,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:33,move_contents,2,1196,1257,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:330,move_contents,2,1694,1709,repeat,view,3,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:331,move_contents,2,2007,1710,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:332,move_contents,2,189,1711,repeat,view,4,0,False,True,gain
VminusR,chck_100M,move_contents:2:333,move_contents,2,1785,1712,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:334,move_contents,2,1284,1713,repeat,view,3,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:335,move_contents,2,662,1714,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:336,move_contents,2,1561,1716,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:337,move_contents,2,927,1718,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:338,move_contents,2,1999,1720,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:339,move_contents,2,1395,1721,repeat,view,2,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:34,move_contents,2,13,1259,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:340,move_contents,2,1546,1722,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:341,move_contents,2,1536,1723,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:342,move_contents,2,426,1724,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:343,move_contents,2,350,1728,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:344,move_contents,2,1248,1730,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:345,move_contents,2,1607,1731,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:346,move_contents,2,1785,1733,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:347,move_contents,2,715,1734,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:348,move_contents,2,657,1735,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:349,move_contents,2,225,1737,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:35,move_contents,2,2150,1260,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:350,move_contents,2,212,1738,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:351,move_contents,2,2007,1740,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:352,move_contents,2,239,1744,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:353,move_contents,2,2179,1745,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:354,move_contents,2,1344,1746,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:355,move_contents,2,212,1748,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:356,move_contents,2,605,1750,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:357,move_contents,2,1151,1753,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:358,move_contents,2,1360,1755,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:359,move_contents,2,752,1756,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:36,move_contents,2,723,1264,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:360,move_contents,2,2007,1757,repeat,view,0,2,True,False,loss
VminusR,chck_100M,move_contents:2:361,move_contents,2,200,1759,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:362,move_contents,2,779,1760,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:363,move_contents,2,225,1762,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:364,move_contents,2,657,1764,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:365,move_contents,2,280,1766,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:366,move_contents,2,509,1768,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:367,move_contents,2,1217,1769,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:368,move_contents,2,784,1771,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:369,move_contents,2,1824,1772,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:37,move_contents,2,1410,1265,repeat,view,2,0,False,True,gain
VminusR,chck_100M,move_contents:2:370,move_contents,2,1281,1774,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:371,move_contents,2,314,1775,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:372,move_contents,2,51,1776,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:373,move_contents,2,1785,1779,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:374,move_contents,2,1941,1780,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:375,move_contents,2,1536,1782,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:376,move_contents,2,796,1784,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:377,move_contents,2,143,1786,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:378,move_contents,2,1053,1788,repeat,view,4,0,False,True,gain
VminusR,chck_100M,move_contents:2:379,move_contents,2,1824,1789,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:38,move_contents,2,1031,1266,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:380,move_contents,2,1248,1790,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:381,move_contents,2,1077,1791,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:382,move_contents,2,113,1793,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:383,move_contents,2,1210,1794,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:384,move_contents,2,1886,1795,repeat,view,0,4,True,False,loss
VminusR,chck_100M,move_contents:2:385,move_contents,2,1424,1796,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:386,move_contents,2,225,1797,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:387,move_contents,2,1792,1800,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:388,move_contents,2,1060,1801,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:389,move_contents,2,1586,1803,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:39,move_contents,2,225,1269,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:390,move_contents,2,1970,1804,repeat,view,4,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:391,move_contents,2,225,1807,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:392,move_contents,2,1357,1808,repeat,view,0,1,True,False,loss
VminusR,chck_100M,move_contents:2:393,move_contents,2,1232,1809,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:394,move_contents,2,1941,1810,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:395,move_contents,2,1210,1811,repeat,view,0,3,True,False,loss
VminusR,chck_100M,move_contents:2:396,move_contents,2,556,1812,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:397,move_contents,2,857,1813,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:398,move_contents,2,280,1814,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:4,move_contents,2,280,1216,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:40,move_contents,2,1856,1270,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:41,move_contents,2,1060,1271,repeat,view,3,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:42,move_contents,2,1199,1272,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:43,move_contents,2,653,1274,repeat,view,4,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:44,move_contents,2,1035,1275,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:45,move_contents,2,2140,1276,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:46,move_contents,2,1231,1278,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:47,move_contents,2,33,1279,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:48,move_contents,2,1395,1280,repeat,view,2,0,False,True,gain
VminusR,chck_100M,move_contents:2:49,move_contents,2,1042,1281,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:5,move_contents,2,109,1217,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:50,move_contents,2,662,1285,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:51,move_contents,2,846,1286,repeat,view,0,3,True,False,loss
VminusR,chck_100M,move_contents:2:52,move_contents,2,1185,1289,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:53,move_contents,2,280,1290,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:54,move_contents,2,109,1291,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:55,move_contents,2,1886,1292,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:56,move_contents,2,1945,1294,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:57,move_contents,2,723,1295,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:58,move_contents,2,338,1296,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:59,move_contents,2,622,1297,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:6,move_contents,2,1196,1219,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:60,move_contents,2,815,1299,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:61,move_contents,2,2118,1300,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:62,move_contents,2,353,1302,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:63,move_contents,2,796,1303,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:64,move_contents,2,1126,1305,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:65,move_contents,2,1999,1307,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:66,move_contents,2,1989,1308,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:67,move_contents,2,894,1309,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:68,move_contents,2,976,1312,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:69,move_contents,2,212,1313,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:7,move_contents,2,232,1220,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:70,move_contents,2,1350,1314,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:71,move_contents,2,1372,1315,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:72,move_contents,2,1210,1317,repeat,view,2,0,False,True,gain
VminusR,chck_100M,move_contents:2:73,move_contents,2,2151,1318,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:74,move_contents,2,1035,1319,repeat,view,3,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:75,move_contents,2,556,1321,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:76,move_contents,2,497,1322,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:77,move_contents,2,1541,1323,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:78,move_contents,2,2114,1324,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:79,move_contents,2,338,1326,repeat,view,2,3,False,False,both_wrong
VminusR,chck_100M,move_contents:2:8,move_contents,2,2150,1221,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:80,move_contents,2,1389,1327,repeat,view,0,2,True,False,loss
VminusR,chck_100M,move_contents:2:81,move_contents,2,178,1328,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:82,move_contents,2,2072,1329,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:83,move_contents,2,387,1331,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:84,move_contents,2,1970,1332,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:85,move_contents,2,1469,1333,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:86,move_contents,2,1487,1335,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:2:87,move_contents,2,927,1338,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:88,move_contents,2,1785,1339,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:2:89,move_contents,2,1232,1340,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:9,move_contents,2,712,1222,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:90,move_contents,2,781,1341,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:91,move_contents,2,1469,1342,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:92,move_contents,2,552,1344,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:2:93,move_contents,2,1071,1346,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:94,move_contents,2,1035,1347,repeat,view,2,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:95,move_contents,2,254,1349,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:96,move_contents,2,2218,1352,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:97,move_contents,2,920,1353,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:2:98,move_contents,2,1205,1354,repeat,view,1,4,False,False,both_wrong
VminusR,chck_100M,move_contents:2:99,move_contents,2,1550,1355,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:0,move_contents,3,334,1816,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:1,move_contents,3,1607,1818,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:10,move_contents,3,1231,1831,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:100,move_contents,3,1121,1976,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:101,move_contents,3,2047,1977,repeat,view,3,4,False,False,both_wrong
VminusR,chck_100M,move_contents:3:102,move_contents,3,920,1978,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:103,move_contents,3,2179,1980,repeat,view,0,1,True,False,loss
VminusR,chck_100M,move_contents:3:104,move_contents,3,1546,1981,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:105,move_contents,3,1035,1982,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:106,move_contents,3,753,1983,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:107,move_contents,3,476,1984,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:108,move_contents,3,1607,1985,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:109,move_contents,3,2047,1988,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:11,move_contents,3,338,1833,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:110,move_contents,3,1541,1989,repeat,view,3,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:111,move_contents,3,1586,1992,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:112,move_contents,3,439,1993,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:113,move_contents,3,33,1995,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:114,move_contents,3,178,1997,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:115,move_contents,3,484,2000,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:116,move_contents,3,723,2001,repeat,view,1,4,False,False,both_wrong
VminusR,chck_100M,move_contents:3:117,move_contents,3,334,2002,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:118,move_contents,3,730,2004,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:3:119,move_contents,3,1900,2005,repeat,view,3,4,False,False,both_wrong
VminusR,chck_100M,move_contents:3:12,move_contents,3,1468,1834,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:120,move_contents,3,259,2006,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:121,move_contents,3,1199,2009,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:122,move_contents,3,1883,2010,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:123,move_contents,3,342,2011,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:124,move_contents,3,1513,2012,repeat,view,1,4,False,False,both_wrong
VminusR,chck_100M,move_contents:3:125,move_contents,3,1217,2014,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:126,move_contents,3,22,2016,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:127,move_contents,3,471,2018,repeat,view,1,0,False,True,gain
VminusR,chck_100M,move_contents:3:128,move_contents,3,1971,2021,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:129,move_contents,3,457,2023,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:13,move_contents,3,752,1835,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:130,move_contents,3,2140,2024,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:131,move_contents,3,1499,2025,repeat,view,1,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:132,move_contents,3,2007,2026,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:133,move_contents,3,1487,2027,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:134,move_contents,3,781,2029,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:135,move_contents,3,755,2031,repeat,view,2,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:136,move_contents,3,1126,2032,repeat,view,1,2,False,False,both_wrong
VminusR,chck_100M,move_contents:3:137,move_contents,3,653,2034,repeat,view,3,0,False,True,gain
VminusR,chck_100M,move_contents:3:138,move_contents,3,426,2035,repeat,view,0,0,True,True,both_correct
VminusR,chck_100M,move_contents:3:139,move_contents,3,552,2037,repeat,view,2,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:14,move_contents,3,1076,1837,repeat,view,4,1,False,False,both_wrong
VminusR,chck_100M,move_contents:3:140,move_contents,3,224,2039,repeat,view,2,0,False,True,gain
