sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,input_form,add_special_tokens,n_target_tokens,n_masked,target_truncated_right,input_content_len,min_masked_input_edge_distance,mean_masked_input_edge_distance,min_masked_target_edge_distance,mean_masked_target_edge_distance,masked_target_edge_bins,loss,endpoint,endpoint_path,description
r1240_s06,gutenberg,920001240,1240,13,160,574,647,isolation,with_special,True,21,6,False,21,0,3.3333333333333335,0,3.3333333333333335,4-7;4-7;4-7;2-3;2-3;0_edge_token,6.116220474243164,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1241_s02,gutenberg,920001241,1241,9,160,255,309,isolation,with_special,True,17,4,False,17,0,3.75,0,3.75,2-3;4-7;4-7;0_edge_token,6.049494743347168,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1243_s03,gutenberg,920001243,1243,40,160,194,393,isolation,with_special,True,47,11,False,47,1,10.090909090909092,1,10.090909090909092,1;2-3;4-7;4-7;16+;16+;16+;16+;8-15;4-7;2-3,4.03827428817749,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1244_s01,gutenberg,920001244,1244,10,160,92,142,isolation,with_special,True,15,2,False,15,2,3.5,2,3.5,2-3;4-7,3.611034393310547,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1244_s02,gutenberg,920001244,1244,27,160,143,295,isolation,with_special,True,46,9,False,46,3,12.222222222222221,3,12.222222222222221,8-15;8-15;8-15;16+;16+;8-15;8-15;8-15;2-3,6.231419086456299,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1248_s05,gutenberg,920001248,1248,19,160,364,469,isolation,with_special,True,31,4,False,31,11,13.25,11,13.25,8-15;8-15;8-15;8-15,4.255989074707031,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1250_s05,gutenberg,920001250,1250,11,160,679,726,isolation,with_special,True,14,2,False,14,3,4.5,3,4.5,2-3;4-7,1.3377079963684082,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,with_special,True,15,2,False,15,3,4.0,3,4.0,2-3;4-7,11.532943725585938,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1256_s05,gutenberg,920001256,1256,20,160,591,689,isolation,with_special,True,29,4,False,29,2,5.75,2,5.75,2-3;4-7;8-15;4-7,0.5094934105873108,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1261_s03,gutenberg,920001261,1261,12,160,194,255,isolation,with_special,True,20,3,False,20,4,6.0,4,6.0,4-7;4-7;4-7,1.1231305599212646,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1263_s05,gutenberg,920001263,1263,11,160,618,682,isolation,with_special,True,17,1,False,17,5,5.0,5,5.0,4-7,8.405668258666992,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1263_s07,gutenberg,920001263,1263,11,160,808,867,isolation,with_special,True,14,2,False,14,1,3.5,1,3.5,4-7;1,6.551947593688965,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1267_s03,gutenberg,920001267,1267,24,160,374,498,isolation,with_special,True,32,2,False,32,9,10.0,9,10.0,8-15;8-15,2.2541627883911133,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1272_s06,gutenberg,920001272,1272,24,160,707,834,isolation,with_special,True,33,7,False,33,0,4.142857142857143,0,4.142857142857143,0_edge_token;2-3;4-7;8-15;4-7;4-7;0_edge_token,6.565627574920654,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1288_s00,gutenberg,920001288,1288,17,160,0,95,isolation,with_special,True,20,3,False,20,3,5.333333333333333,3,5.333333333333333,2-3;8-15;4-7,4.895553112030029,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1294_s07,gutenberg,920001294,1294,9,160,822,879,isolation,with_special,True,19,3,False,19,1,3.0,1,3.0,2-3;4-7;1,3.1735126972198486,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1295_s02,gutenberg,920001295,1295,34,160,140,305,isolation,with_special,True,43,8,False,43,2,10.625,2,10.625,2-3;8-15;8-15;8-15;16+;16+;4-7;4-7,5.098426342010498,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1296_s00,gutenberg,920001296,1296,27,160,0,149,isolation,with_special,True,35,5,False,35,1,5.2,1,5.2,1;2-3;8-15;8-15;1,7.202284336090088,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1315_s03,gutenberg,920001315,1315,13,160,405,476,isolation,with_special,True,19,2,False,19,0,4.0,0,4.0,8-15;0_edge_token,1.7744765281677246,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1315_s06,gutenberg,920001315,1315,12,160,676,737,isolation,with_special,True,15,2,False,15,2,4.0,2,4.0,2-3;4-7,1.962829351425171,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1317_s04,gutenberg,920001317,1317,37,160,352,541,isolation,with_special,True,39,8,False,39,3,9.0,3,9.0,2-3;4-7;8-15;16+;16+;8-15;8-15;2-3,4.569674491882324,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1321_s02,gutenberg,920001321,1321,14,160,241,328,isolation,with_special,True,20,1,False,20,0,0.0,0,0.0,0_edge_token,11.074248313903809,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1323_s06,gutenberg,920001323,1323,15,160,653,722,isolation,with_special,True,17,1,False,17,0,0.0,0,0.0,0_edge_token,1.020105004310608,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1331_s04,gutenberg,920001331,1331,17,160,617,723,isolation,with_special,True,24,5,False,24,1,4.4,1,4.4,2-3;4-7;4-7;8-15;1,8.470525741577148,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1337_s04,gutenberg,920001337,1337,11,160,596,650,isolation,with_special,True,13,1,False,13,3,3.0,3,3.0,2-3,3.6678965091705322,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,with_special,True,10,1,False,10,0,0.0,0,0.0,0_edge_token,0.0010283663868904114,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1349_s05,gutenberg,920001349,1349,16,160,563,651,isolation,with_special,True,19,3,False,19,3,4.333333333333333,3,4.333333333333333,4-7;4-7;2-3,5.522584915161133,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1351_s00,gutenberg,920001351,1351,11,160,0,51,isolation,with_special,True,12,3,False,12,0,1.0,0,1.0,2-3;1;0_edge_token,3.407228708267212,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1359_s06,gutenberg,920001359,1359,20,160,734,861,isolation,with_special,True,34,6,False,34,0,6.666666666666667,0,6.666666666666667,2-3;4-7;8-15;8-15;4-7;0_edge_token,4.000218391418457,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1367_s04,gutenberg,920001367,1367,39,160,300,500,isolation,with_special,True,52,4,False,52,8,17.0,8,17.0,8-15;8-15;16+;16+,5.051052093505859,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1369_s03,gutenberg,920001369,1369,42,160,306,527,isolation,with_special,True,50,8,False,50,5,15.25,5,15.25,16+;16+;16+;16+;16+;8-15;8-15;4-7,4.969479084014893,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1385_s02,gutenberg,920001385,1385,10,160,158,200,isolation,with_special,True,14,1,False,14,3,3.0,3,3.0,2-3,0.11178863793611526,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1388_s00,gutenberg,920001388,1388,12,160,0,61,isolation,with_special,True,17,1,False,17,3,3.0,3,3.0,2-3,2.0772416591644287,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1401_s01,gutenberg,920001401,1401,27,160,47,188,isolation,with_special,True,34,5,False,34,0,4.4,0,4.4,0_edge_token;4-7;8-15;4-7;0_edge_token,5.485224723815918,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1401_s05,gutenberg,920001401,1401,39,160,636,868,isolation,with_special,True,51,10,False,51,4,12.6,4,12.6,4-7;8-15;16+;16+;16+;16+;8-15;8-15;4-7;4-7,4.198206901550293,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1403_s03,gutenberg,920001403,1403,40,160,374,586,isolation,with_special,True,56,8,False,56,2,13.625,2,13.625,2-3;8-15;16+;16+;16+;8-15;8-15;2-3,3.3359527587890625,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1408_s02,gutenberg,920001408,1408,45,160,114,344,isolation,with_special,True,59,9,False,59,3,13.777777777777779,3,13.777777777777779,4-7;16+;16+;16+;16+;8-15;8-15;4-7;2-3,2.1402881145477295,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1408_s05,gutenberg,920001408,1408,8,160,590,641,isolation,with_special,True,16,2,False,16,0,2.0,0,2.0,0_edge_token;4-7,9.044227600097656,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1415_s05,gutenberg,920001415,1415,10,160,727,783,isolation,with_special,True,12,2,False,12,0,1.5,0,1.5,2-3;0_edge_token,4.070071220397949,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1419_s01,gutenberg,920001419,1419,43,160,121,346,isolation,with_special,True,64,13,False,64,2,13.153846153846153,2,13.153846153846153,2-3;4-7;8-15;16+;16+;16+;16+;16+;16+;8-15;8-15;4-7;4-7,2.5530738830566406,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1432_s05,gutenberg,920001432,1432,17,160,509,601,isolation,with_special,True,25,4,False,25,1,4.75,1,4.75,4-7;8-15;2-3;1,4.80271577835083,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1437_s00,gutenberg,920001437,1437,18,160,26,121,isolation,with_special,True,25,3,False,25,3,6.0,3,6.0,2-3;8-15;2-3,4.480599880218506,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1437_s02,gutenberg,920001437,1437,16,160,365,447,isolation,with_special,True,22,4,False,22,1,4.5,1,4.5,2-3;4-7;8-15;1,2.5852558612823486,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,with_special,True,19,1,False,19,8,8.0,8,8.0,8-15,8.572921752929688,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1460_s03,gutenberg,920001460,1460,16,160,218,296,isolation,with_special,True,20,3,False,20,0,3.6666666666666665,0,3.6666666666666665,0_edge_token;2-3;8-15,6.304668426513672,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1472_s04,gutenberg,920001472,1472,19,160,418,523,isolation,with_special,True,33,7,False,33,5,9.142857142857142,5,9.142857142857142,4-7;8-15;8-15;8-15;8-15;4-7;4-7,10.069643020629883,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1479_s03,gutenberg,920001479,1479,24,160,335,468,isolation,with_special,True,36,7,False,36,4,10.428571428571429,4,10.428571428571429,4-7;4-7;8-15;8-15;16+;8-15;4-7,2.7103099822998047,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1486_s03,gutenberg,920001486,1486,8,160,474,519,isolation,with_special,True,11,1,False,11,3,3.0,3,3.0,2-3,3.0256104469299316,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1500_s03,gutenberg,920001500,1500,45,160,271,501,isolation,with_special,True,57,12,False,57,3,11.166666666666666,3,11.166666666666666,4-7;4-7;8-15;8-15;16+;16+;16+;16+;8-15;8-15;4-7;2-3,4.276365280151367,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1505_s03,gutenberg,920001505,1505,25,160,375,515,isolation,with_special,True,31,3,False,31,8,10.666666666666666,8,10.666666666666666,8-15;8-15;8-15,0.6724473834037781,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1520_s04,gutenberg,920001520,1520,26,160,535,659,isolation,with_special,True,29,3,False,29,0,4.333333333333333,0,4.333333333333333,8-15;4-7;0_edge_token,1.8332935571670532,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1525_s05,gutenberg,920001525,1525,15,160,456,553,isolation,with_special,True,26,4,False,26,4,6.0,4,6.0,4-7;4-7;8-15;4-7,6.519304275512695,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1531_s03,gutenberg,920001531,1531,14,160,297,365,isolation,with_special,True,21,3,False,21,4,7.666666666666667,4,7.666666666666667,8-15;8-15;4-7,7.353915691375732,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1531_s09,gutenberg,920001531,1531,14,160,719,791,isolation,with_special,True,18,4,False,18,1,4.25,1,4.25,1;4-7;8-15;4-7,5.119414329528809,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1534_s00,gutenberg,920001534,1534,15,160,0,84,isolation,with_special,True,20,3,False,20,1,6.0,1,6.0,8-15;8-15;1,3.5239317417144775,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1549_s03,gutenberg,920001549,1549,35,160,369,558,isolation,with_special,True,42,8,False,42,0,7.125,0,7.125,0_edge_token;2-3;4-7;16+;8-15;8-15;8-15;2-3,3.840786933898926,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1555_s05,gutenberg,920001555,1555,10,160,635,685,isolation,with_special,True,12,1,False,12,3,3.0,3,3.0,2-3,8.523880958557129,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1558_s03,gutenberg,920001558,1558,25,160,405,539,isolation,with_special,True,33,6,False,33,4,6.5,4,6.5,4-7;8-15;8-15;4-7;4-7;4-7,7.512048244476318,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1564_s07,gutenberg,920001564,1564,8,160,847,890,isolation,with_special,True,11,1,False,11,5,5.0,5,5.0,4-7,0.8144243955612183,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1569_s03,gutenberg,920001569,1569,17,160,428,516,isolation,with_special,True,23,4,False,23,4,8.0,4,8.0,8-15;8-15;8-15;4-7,9.084622383117676,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1571_s02,gutenberg,920001571,1571,17,160,213,299,isolation,with_special,True,19,4,False,19,0,5.25,0,5.25,0_edge_token;4-7;4-7;8-15,2.37186336517334,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1576_s01,gutenberg,920001576,1576,10,160,213,269,isolation,with_special,True,13,2,False,13,2,3.5,2,3.5,2-3;4-7,0.1390206217765808,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1589_s06,gutenberg,920001589,1589,11,160,669,731,isolation,with_special,True,18,3,False,18,3,5.0,3,5.0,4-7;4-7;2-3,4.8816657066345215,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1596_s09,gutenberg,920001596,1596,14,160,825,914,isolation,with_special,True,23,3,False,23,2,4.666666666666667,2,4.666666666666667,2-3;8-15;2-3,2.909679651260376,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1601_s02,gutenberg,920001601,1601,27,160,319,474,isolation,with_special,True,39,8,False,39,1,7.125,1,7.125,2-3;4-7;8-15;16+;8-15;8-15;4-7;1,3.8089706897735596,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1612_s01,gutenberg,920001612,1612,21,160,202,312,isolation,with_special,True,33,10,False,33,3,9.0,3,9.0,4-7;4-7;8-15;8-15;16+;8-15;8-15;8-15;4-7;2-3,5.437387466430664,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1622_s04,gutenberg,920001622,1622,32,160,666,819,isolation,with_special,True,38,8,False,38,1,7.5,1,7.5,1;2-3;4-7;4-7;8-15;8-15;8-15;8-15,2.8177874088287354,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1625_s01,gutenberg,920001625,1625,17,160,49,157,isolation,with_special,True,25,2,False,25,3,7.0,3,7.0,2-3;8-15,0.8891053199768066,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1632_s08,gutenberg,920001632,1632,17,160,769,855,isolation,with_special,True,21,1,False,21,4,4.0,4,4.0,4-7,0.24343810975551605,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1638_s06,gutenberg,920001638,1638,10,160,834,876,isolation,with_special,True,13,2,False,13,0,0.0,0,0.0,0_edge_token;0_edge_token,8.05593204498291,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1646_s06,gutenberg,920001646,1646,35,160,540,729,isolation,with_special,True,47,5,False,47,2,14.4,2,14.4,8-15;16+;16+;16+;2-3,0.8233025670051575,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1659_s03,gutenberg,920001659,1659,9,160,294,340,isolation,with_special,True,13,1,False,13,0,0.0,0,0.0,0_edge_token,8.227453231811523,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1663_s06,gutenberg,920001663,1663,11,160,631,696,isolation,with_special,True,16,3,False,16,1,4.666666666666667,1,4.666666666666667,4-7;4-7;1,3.1911938190460205,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1664_s00,gutenberg,920001664,1664,9,160,0,45,isolation,with_special,True,11,2,False,11,2,2.0,2,2.0,2-3;2-3,0.26880133152008057,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1667_s00,gutenberg,920001667,1667,10,160,0,53,isolation,with_special,True,21,1,False,21,6,6.0,6,6.0,4-7,5.157959938049316,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1670_s00,gutenberg,920001670,1670,13,160,0,70,isolation,with_special,True,16,3,False,16,2,3.6666666666666665,2,3.6666666666666665,4-7;4-7;2-3,4.277955532073975,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1673_s03,gutenberg,920001673,1673,17,160,464,555,isolation,with_special,True,27,3,False,27,3,5.333333333333333,3,5.333333333333333,4-7;4-7;2-3,6.37878942489624,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1682_s03,gutenberg,920001682,1682,10,160,253,309,isolation,with_special,True,18,3,False,18,0,2.6666666666666665,0,2.6666666666666665,2-3;4-7;0_edge_token,5.678334712982178,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1682_s08,gutenberg,920001682,1682,23,160,780,904,isolation,with_special,True,32,1,False,32,0,0.0,0,0.0,0_edge_token,2.1279819011688232,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
