set,pair_id,source,example_id,present,original_words,rewrite_words,pair_words,replacement_count_dose21,replacement_count_dose25
dose21,dose56_rw2s1_016357,gutenberg,36671,True,33,30,63,0,1
dose21,dose56_rw2s0_019772,gutenberg,27740,False,20,19,39,0,0
dose21,dose56_rw_026998,open_subtitles,52229,True,18,17,35,1,2
dose21,dose56_rw2s1_004355,gutenberg,37333,True,25,25,50,1,2
dose21,dose56_rw_025547,childes,9162,False,14,18,32,0,0
dose21,dose56_rw2s1_011159,gutenberg,29812,True,27,26,53,0,0
dose21,dose56_rw2s0_014216,gutenberg,35965,True,26,28,54,0,0
dose21,dose56_rw_038371,childes,15310,True,16,15,31,1,1
dose21,dose56_rw_043089,childes,9185,True,12,11,23,2,2
dose21,dose56_rw2s0_009670,bnc_spoken,960,True,44,44,88,0,0
dose21,dose56_rw2s0_019635,childes,10155,True,18,18,36,0,0
dose21,dose56_rw2s0_024962,gutenberg,34851,True,47,44,91,1,1
dose21,dose56_rw_036410,childes,12835,False,15,20,35,0,0
dose21,dose56_rw_008727,bnc_spoken,3588,True,12,13,25,1,1
dose21,dose56_rw2s1_001715,open_subtitles,50548,True,24,27,51,1,1
dose21,dose56_rw2s0_004592,gutenberg,29168,True,36,36,72,1,1
dose21,dose56_rw_036999,childes,16206,True,12,14,26,0,1
dose21,dose56_rw_039387,childes,19092,True,14,17,31,1,1
dose21,dose56_rw2s1_014639,bnc_spoken,185,False,31,23,54,0,0
dose21,dose56_rw2s1_014783,gutenberg,29326,False,50,53,103,0,0
dose21,dose56_rw2s0_009632,childes,16163,True,23,23,46,0,0
dose21,dose56_rw2s0_008733,bnc_spoken,522,True,39,33,72,0,2
dose21,dose56_rw2s1_015257,open_subtitles,47263,True,21,15,36,0,2
dose21,dose56_rw2s1_020247,gutenberg,34432,True,22,22,44,1,2
dose21,dose56_rw2s1_007062,gutenberg,37218,True,32,33,65,0,1
dose21,dose56_rw2s1_003550,gutenberg,30184,False,29,32,61,0,0
dose21,dose56_rw2s0_030731,simple_wiki,55348,True,20,20,40,0,1
dose21,dose56_rw2s1_023870,gutenberg,33824,True,18,20,38,1,2
dose21,dose56_rw_038843,childes,18235,True,13,11,24,3,3
dose21,dose56_rw2s0_016498,gutenberg,24605,False,24,22,46,0,0
dose21,dose56_rw2s1_011115,bnc_spoken,914,False,24,20,44,0,0
dose21,dose56_rw2s1_012288,gutenberg,22559,True,19,14,33,1,2
dose21,dose56_rw2s1_018228,gutenberg,37858,True,18,21,39,1,1
dose21,dose56_rw_004722,bnc_spoken,2196,True,16,11,27,1,1
dose21,dose56_rw2s1_009377,open_subtitles,51666,True,24,25,49,0,1
dose21,dose56_rw_037677,childes,15602,True,17,16,33,1,1
dose21,dose56_rw2s1_014560,open_subtitles,39588,True,18,22,40,0,0
dose21,dose56_rw_023494,gutenberg,37083,True,19,20,39,1,1
dose21,dose56_rw2s0_015422,open_subtitles,47149,True,25,23,48,0,0
dose21,dose56_rw2s1_023544,simple_wiki,54774,False,20,18,38,0,0
dose21,dose56_rw2s1_021610,gutenberg,35121,True,23,31,54,1,1
dose21,dose56_rw2s0_010020,childes,10847,True,27,30,57,1,1
dose21,dose56_rw_018145,gutenberg,30659,True,16,19,35,2,2
dose21,dose56_rw_039906,open_subtitles,44770,False,14,16,30,0,0
dose21,dose56_rw2s0_009938,gutenberg,33264,True,21,18,39,0,0
dose21,dose56_rw_033414,childes,21227,True,15,13,28,0,1
dose21,dose56_rw_019284,open_subtitles,47124,True,13,16,29,2,2
dose21,dose56_rw_004405,gutenberg,22552,True,27,24,51,0,0
dose21,dose56_rw2s0_017011,gutenberg,38422,True,25,30,55,0,0
dose21,dose56_rw2s0_024162,gutenberg,34624,True,20,21,41,0,2
dose21,dose56_rw2s0_004535,gutenberg,24113,True,31,30,61,0,0
dose21,dose56_rw2s0_017081,gutenberg,37975,True,25,20,45,0,2
dose21,dose56_rw2s1_015668,gutenberg,26776,True,49,50,99,0,0
dose21,dose56_rw2s0_023745,gutenberg,28838,True,28,25,53,0,0
dose21,dose56_rw2s0_000234,gutenberg,30948,True,35,27,62,1,1
dose21,dose56_rw_035224,childes,9721,True,19,16,35,0,1
dose21,dose56_rw2s1_001143,childes,9676,True,25,23,48,1,1
dose21,dose56_rw2s1_017601,bnc_spoken,927,True,22,23,45,0,1
dose21,dose56_rw2s0_011197,simple_wiki,60625,True,23,24,47,1,1
dose21,dose56_rw2s1_018251,simple_wiki,59937,True,22,19,41,0,0
dose21,dose56_rw2s0_004763,bnc_spoken,4408,False,21,19,40,0,0
dose21,dose56_rw2s1_018551,open_subtitles,51464,True,21,22,43,1,1
dose21,dose56_rw_041112,childes,18909,True,15,15,30,1,1
dose21,dose56_rw2s0_023743,gutenberg,38139,True,18,18,36,0,0
dose21,dose56_rw2s1_026020,gutenberg,24645,True,23,22,45,0,1
dose21,dose56_rw2s1_032553,bnc_spoken,3496,False,35,26,61,0,0
dose21,dose56_rw2s0_019563,bnc_spoken,2772,True,19,13,32,0,0
dose21,dose56_rw2s1_014839,open_subtitles,44688,True,20,20,40,1,1
dose21,dose56_rw2s0_000743,simple_wiki,55369,True,19,24,43,0,0
dose21,dose56_rw2s1_008481,open_subtitles,50860,True,23,20,43,0,1
dose21,dose56_rw2s1_030337,bnc_spoken,1409,True,28,24,52,1,1
dose21,dose56_rw2s1_017200,bnc_spoken,3340,True,49,46,95,0,1
dose21,dose56_rw2s1_015558,bnc_spoken,1055,True,26,26,52,0,0
dose21,dose56_rw_029435,gutenberg,28429,False,26,27,53,0,0
dose21,dose56_rw_041580,childes,16258,False,15,14,29,0,0
dose21,dose56_rw2s1_025533,gutenberg,31660,True,34,32,66,1,2
dose21,dose56_rw_019180,childes,6879,True,12,13,25,1,1
dose21,dose56_rw2s1_022759,open_subtitles,44564,True,18,18,36,0,1
dose21,dose56_rw2s1_004697,bnc_spoken,1993,True,23,23,46,0,0
dose21,dose56_rw_024453,childes,8626,True,12,12,24,1,1
dose21,dose56_rw2s1_023126,gutenberg,25412,True,49,40,89,0,1
dose21,dose56_rw2s0_010405,simple_wiki,54270,True,27,24,51,0,2
dose21,dose56_rw2s1_007219,gutenberg,30422,True,21,21,42,0,2
dose21,dose56_rw2s1_028637,gutenberg,28164,False,19,14,33,0,0
dose21,dose56_rw2s1_020752,simple_wiki,61317,True,20,16,36,2,3
dose21,dose56_rw2s1_016058,gutenberg,37637,False,21,16,37,0,0
dose21,dose56_rw2s1_017336,bnc_spoken,2595,True,19,22,41,1,2
dose21,dose56_rw2s1_011104,gutenberg,35575,True,43,37,80,3,4
dose21,dose56_rw2s0_008356,gutenberg,32046,False,24,19,43,0,0
dose21,dose56_rw2s1_032277,gutenberg,31704,True,24,22,46,1,1
dose21,dose56_rw_033364,childes,10165,True,18,18,36,1,1
dose21,dose56_rw2s1_019677,simple_wiki,53822,True,20,20,40,1,2
dose21,dose56_rw2s0_008724,simple_wiki,53320,True,37,36,73,1,1
dose21,dose56_rw2s1_029926,gutenberg,37690,True,24,24,48,0,0
dose21,dose56_rw2s0_026010,simple_wiki,54195,True,18,20,38,0,4
dose21,dose56_rw2s1_020563,simple_wiki,58254,True,29,27,56,2,2
dose21,dose56_rw2s0_005971,childes,9829,True,20,19,39,0,1
dose21,dose56_rw2s0_004017,simple_wiki,53323,True,19,17,36,1,2
dose21,dose56_rw_017889,open_subtitles,50490,False,32,22,54,0,0
dose21,dose56_rw2s0_010572,gutenberg,36855,True,46,46,92,2,2
dose21,dose56_rw2s0_025675,open_subtitles,41085,True,28,27,55,1,1
dose21,dose56_rw2s1_007671,switchboard,62485,True,24,22,46,0,1
dose21,dose56_rw2s0_014664,open_subtitles,44688,True,18,18,36,1,1
dose21,dose56_rw2s1_011513,simple_wiki,52840,False,23,24,47,0,0
dose21,dose56_rw2s0_012464,bnc_spoken,3283,True,34,24,58,0,1
dose21,dose56_rw2s1_019697,gutenberg,29781,True,18,16,34,0,0
dose21,dose56_rw2s0_028529,childes,14538,True,18,16,34,0,1
dose21,dose56_rw2s1_019187,childes,15814,True,19,21,40,0,0
dose21,dose56_rw2s1_025578,gutenberg,28494,True,21,20,41,0,1
dose21,dose56_rw2s0_008450,bnc_spoken,1593,True,18,18,36,1,3
dose21,dose56_rw_036790,childes,12155,True,13,11,24,1,1
dose21,dose56_rw_028684,bnc_spoken,969,False,32,32,64,0,0
dose21,dose56_rw2s0_004356,gutenberg,25967,True,45,43,88,0,0
dose21,dose56_rw_019021,childes,15915,True,18,24,42,1,1
dose21,dose56_rw2s0_005477,gutenberg,29467,True,54,53,107,1,1
dose21,dose56_rw2s1_023434,gutenberg,27262,False,39,32,71,0,0
dose21,dose56_rw2s1_017515,gutenberg,37070,True,49,44,93,0,1
dose21,dose56_rw_024762,childes,14893,True,12,13,25,0,0
dose21,dose56_rw2s0_025781,open_subtitles,45494,True,18,17,35,0,0
dose21,dose56_rw_000019,gutenberg,35391,True,13,13,26,0,0
dose21,dose56_rw2s1_005748,gutenberg,27583,True,28,29,57,2,2
dose21,dose56_rw2s0_003805,gutenberg,33686,True,27,26,53,2,3
dose21,dose56_rw2s1_002819,gutenberg,31946,False,22,25,47,0,0
dose21,dose56_rw2s0_027979,bnc_spoken,427,True,21,18,39,2,2
dose21,dose56_rw2s0_021464,gutenberg,37100,True,32,27,59,2,2
dose21,dose56_rw2s1_010892,gutenberg,34602,True,23,25,48,1,2
dose21,dose56_rw2s0_010108,childes,18230,True,18,18,36,1,2
dose21,dose56_rw2s1_018910,open_subtitles,41531,True,22,21,43,2,2
dose21,dose56_rw_002877,childes,21336,True,13,15,28,1,2
dose21,dose56_rw_024117,childes,19731,True,16,17,33,1,3
dose21,dose56_rw2s1_013354,gutenberg,28195,True,27,28,55,1,1
dose21,dose56_rw2s1_023574,gutenberg,34922,True,25,30,55,2,4
dose21,dose56_rw_036082,open_subtitles,47786,True,13,17,30,0,0
dose21,dose56_rw2s0_024951,gutenberg,33062,True,44,50,94,1,1
dose21,dose56_rw2s0_009691,gutenberg,33643,True,21,19,40,0,0
dose21,dose56_rw_032595,childes,19721,True,13,13,26,3,3
dose21,dose56_rw_042732,childes,17025,True,13,11,24,1,4
dose21,dose56_rw2s0_025734,gutenberg,32852,True,33,26,59,0,1
dose21,dose56_rw2s1_010495,gutenberg,31064,False,22,15,37,0,0
dose21,dose56_rw2s1_003163,childes,12731,True,20,19,39,1,1
dose21,dose56_rw2s0_017763,gutenberg,31305,False,51,46,97,0,0
dose21,dose56_rw2s0_024160,bnc_spoken,507,True,30,20,50,0,0
dose21,dose56_rw2s0_024673,gutenberg,32282,True,27,24,51,0,0
dose21,dose56_rw2s1_029983,gutenberg,29989,False,30,27,57,0,0
dose21,dose56_rw_015823,gutenberg,30814,True,21,23,44,1,2
dose21,dose56_rw2s1_011145,childes,21225,True,22,17,39,0,1
dose21,dose56_rw_020174,childes,18868,False,12,14,26,0,0
dose21,dose56_rw2s1_030748,gutenberg,24373,False,19,21,40,0,0
dose21,dose56_rw2s0_010267,gutenberg,26044,True,24,22,46,0,0
dose21,dose56_rw2s1_032127,open_subtitles,43500,True,20,16,36,0,0
dose21,dose56_rw2s1_018155,gutenberg,24294,True,45,45,90,0,2
dose21,dose56_rw2s1_019935,gutenberg,30576,True,18,16,34,0,1
dose21,dose56_rw2s1_022949,gutenberg,34776,True,26,28,54,0,0
dose21,dose56_rw2s1_013918,simple_wiki,53256,False,21,23,44,0,0
dose21,dose56_rw2s1_026858,open_subtitles,52013,True,51,43,94,0,0
dose21,dose56_rw2s0_031245,gutenberg,28728,True,19,17,36,0,0
dose21,dose56_rw_039881,childes,9317,True,18,17,35,1,1
dose21,dose56_rw2s0_023892,gutenberg,26604,True,39,35,74,1,1
dose21,dose56_rw2s0_008798,childes,16946,True,23,19,42,0,0
dose21,dose56_rw2s0_012513,gutenberg,34566,True,25,26,51,0,0
dose21,dose56_rw2s1_027923,gutenberg,27668,True,26,23,49,0,0
dose21,dose56_rw2s1_024460,gutenberg,36213,True,33,32,65,1,2
dose21,dose56_rw2s1_031006,gutenberg,28536,True,20,13,33,2,2
dose21,dose56_rw2s0_008353,gutenberg,25843,True,23,25,48,1,1
dose21,dose56_rw2s0_005883,bnc_spoken,4583,True,34,30,64,0,0
dose21,dose56_rw2s1_019033,gutenberg,27892,True,30,29,59,2,3
dose21,dose56_rw2s0_014698,bnc_spoken,31,True,22,21,43,0,0
dose21,dose56_rw2s0_021019,gutenberg,37528,True,25,26,51,0,2
dose21,dose56_rw_015611,bnc_spoken,4759,True,12,11,23,0,1
dose21,dose56_rw2s1_011075,bnc_spoken,3920,True,29,26,55,1,6
dose21,dose56_rw2s1_026624,childes,19324,True,35,29,64,0,1
dose21,dose56_rw2s0_020115,simple_wiki,57947,True,21,21,42,0,0
dose21,dose56_rw2s0_020042,gutenberg,24844,True,41,40,81,1,1
dose21,dose56_rw_018688,childes,8928,True,13,11,24,0,1
dose21,dose56_rw2s0_021093,bnc_spoken,3540,True,20,14,34,0,2
dose21,dose56_rw2s0_023502,gutenberg,31124,True,30,32,62,0,0
dose21,dose56_rw2s0_025280,simple_wiki,54564,True,35,35,70,0,1
dose21,dose56_rw2s1_031585,gutenberg,36589,False,25,24,49,0,0
dose21,dose56_rw2s0_029569,simple_wiki,52815,False,18,17,35,0,0
dose21,dose56_rw2s1_013150,gutenberg,27578,False,25,22,47,0,0
dose21,dose56_rw2s0_003711,gutenberg,38062,True,19,18,37,1,1
dose21,dose56_rw_024576,gutenberg,24386,True,28,22,50,0,1
dose21,dose56_rw2s0_021476,gutenberg,24298,True,28,27,55,2,2
dose21,dose56_rw2s0_024208,childes,18909,True,21,21,42,1,1
dose21,dose56_rw_001941,childes,5386,False,12,11,23,0,0
dose21,dose56_rw2s1_013662,gutenberg,38227,True,26,29,55,0,2
dose21,dose56_rw2s1_029062,gutenberg,30482,True,45,48,93,1,2
dose21,dose56_rw2s0_017932,gutenberg,30753,False,27,29,56,0,0
dose21,dose56_rw2s1_024955,childes,18127,True,20,19,39,2,2
dose21,dose56_rw2s0_003196,gutenberg,33625,True,19,16,35,0,0
dose21,dose56_rw2s0_029775,open_subtitles,46367,False,20,18,38,0,0
dose21,dose56_rw2s0_008260,simple_wiki,58591,True,26,29,55,0,0
dose21,dose56_rw2s1_016196,childes,20490,True,32,32,64,1,2
dose21,dose56_rw2s0_028319,bnc_spoken,3613,True,25,22,47,1,1
dose21,dose56_rw2s0_018564,gutenberg,26451,False,26,27,53,0,0
dose21,dose56_rw2s0_009482,gutenberg,36473,False,40,34,74,0,0
dose21,dose56_rw2s1_012387,open_subtitles,46751,True,18,19,37,1,1
dose21,dose56_rw2s1_014634,gutenberg,26471,True,48,44,92,0,1
dose21,dose56_rw2s1_010086,simple_wiki,61379,False,19,17,36,0,0
dose21,dose56_rw_033128,childes,6693,True,18,20,38,1,1
dose21,dose56_rw_015523,simple_wiki,57413,False,17,15,32,0,0
dose21,dose56_rw2s0_013643,gutenberg,37500,True,49,46,95,1,1
dose21,dose56_rw2s0_014561,bnc_spoken,166,True,28,31,59,4,5
dose21,dose56_rw2s1_026606,bnc_spoken,1649,True,28,27,55,0,0
dose21,dose56_rw2s0_013754,bnc_spoken,3116,False,18,19,37,0,0
dose21,dose56_rw_006858,open_subtitles,44905,False,13,13,26,0,0
dose21,dose56_rw2s0_001428,gutenberg,23735,True,24,20,44,1,2
dose21,dose56_rw2s1_001621,gutenberg,32643,False,23,23,46,0,0
dose21,dose56_rw_038516,open_subtitles,47312,True,16,19,35,3,3
dose21,dose56_rw2s0_025241,simple_wiki,60601,True,21,20,41,3,4
dose21,dose56_rw2s1_025092,gutenberg,36153,False,21,23,44,0,0
dose21,dose56_rw2s1_000798,gutenberg,23992,True,27,34,61,2,4
dose21,dose56_rw2s0_028712,simple_wiki,58526,False,21,28,49,0,0
dose21,dose56_rw2s1_021561,gutenberg,29214,False,31,27,58,0,0
dose21,dose56_rw_039563,childes,20023,True,26,27,53,0,1
dose21,dose56_rw_020278,childes,14481,True,13,13,26,0,0
dose21,dose56_rw2s1_021100,open_subtitles,48305,True,18,17,35,1,1
dose21,dose56_rw2s0_029964,simple_wiki,54287,True,20,26,46,2,2
dose21,dose56_rw2s0_030047,gutenberg,23559,False,24,23,47,0,0
dose21,dose56_rw2s0_029542,simple_wiki,57478,True,20,17,37,0,3
dose21,dose56_rw2s0_009031,open_subtitles,41813,False,21,20,41,0,0
dose21,dose56_rw_013587,childes,20680,True,13,12,25,0,1
dose21,dose56_rw2s0_002400,gutenberg,26586,False,20,23,43,0,0
dose21,dose56_rw2s0_005084,gutenberg,37283,False,22,18,40,0,0
dose21,dose56_rw2s0_013196,gutenberg,23425,True,28,22,50,1,2
dose21,dose56_rw2s0_032619,gutenberg,28240,False,19,17,36,0,0
dose21,dose56_rw_031992,open_subtitles,39926,True,16,18,34,1,2
dose21,dose56_rw2s1_032600,bnc_spoken,1765,True,27,19,46,0,1
dose21,dose56_rw_012504,open_subtitles,41357,True,13,16,29,0,2
dose21,dose56_rw2s0_021433,childes,10554,False,21,24,45,0,0
dose21,dose56_rw2s1_001761,childes,19673,True,29,24,53,1,1
dose21,dose56_rw2s0_018977,simple_wiki,54073,True,20,20,40,1,1
dose21,dose56_rw2s0_032171,childes,14903,True,20,20,40,0,0
dose21,dose56_rw2s1_032505,gutenberg,31466,True,21,21,42,2,2
dose21,dose56_rw2s0_007991,gutenberg,32931,True,19,17,36,0,2
dose21,dose56_rw2s1_031751,gutenberg,34852,True,28,26,54,0,0
dose21,dose56_rw2s1_020938,open_subtitles,39861,False,18,24,42,0,0
dose21,dose56_rw2s0_005382,simple_wiki,55176,True,29,27,56,0,1
dose21,dose56_rw2s1_003209,childes,14838,True,20,22,42,0,0
dose21,dose56_rw2s1_009305,gutenberg,33132,True,21,22,43,1,2
dose21,dose56_rw2s0_000461,open_subtitles,50595,True,18,16,34,0,0
dose21,dose56_rw2s1_000713,simple_wiki,57286,True,29,19,48,0,0
dose21,dose56_rw2s1_028244,bnc_spoken,725,True,22,18,40,1,1
dose21,dose56_rw2s0_006837,childes,18515,True,18,14,32,1,2
dose21,dose56_rw2s1_020229,simple_wiki,53221,True,18,20,38,0,0
dose21,dose56_rw2s0_003609,bnc_spoken,3450,True,20,20,40,1,1
dose21,dose56_rw2s0_016456,gutenberg,31948,True,34,33,67,0,1
dose21,dose56_rw2s1_032550,childes,7471,True,35,34,69,0,1
dose21,dose56_rw2s0_004453,open_subtitles,51067,True,22,20,42,0,0
dose21,dose56_rw_017967,childes,20050,True,16,17,33,0,1
dose21,dose56_rw_035541,childes,7824,True,15,17,32,2,2
dose21,dose56_rw2s0_004580,simple_wiki,60266,True,18,21,39,1,1
dose21,dose56_rw_015077,childes,18549,True,18,20,38,0,0
dose21,dose56_rw2s0_004805,bnc_spoken,1664,True,18,19,37,1,1
dose21,dose56_rw2s0_030851,gutenberg,31312,True,18,17,35,1,2
dose21,dose56_rw_043992,childes,21248,True,14,13,27,1,1
dose21,dose56_rw2s0_031333,bnc_spoken,1077,True,19,15,34,2,3
dose21,dose56_rw2s1_008055,simple_wiki,55213,True,24,21,45,2,2
dose21,dose56_rw2s0_029713,open_subtitles,42778,True,18,20,38,3,3
dose21,dose56_rw2s0_025678,gutenberg,29549,False,24,24,48,0,0
dose21,dose56_rw_007107,childes,5363,True,13,15,28,0,1
dose21,dose56_rw2s0_015523,open_subtitles,46639,True,27,26,53,1,1
dose21,dose56_rw2s0_018156,childes,18017,True,45,41,86,2,3
dose21,dose56_rw2s0_026204,gutenberg,34190,True,47,45,92,1,2
dose21,dose56_rw2s1_020102,open_subtitles,44317,True,18,18,36,0,2
dose21,dose56_rw_041549,childes,18622,True,13,11,24,1,1
dose21,dose56_rw2s1_017897,bnc_spoken,4181,True,30,28,58,2,3
dose21,dose56_rw_042628,childes,22273,True,15,14,29,1,1
dose21,dose56_rw2s1_023322,gutenberg,28456,True,28,28,56,1,1
dose21,dose56_rw2s1_010680,bnc_spoken,183,True,39,42,81,1,1
dose21,dose56_rw2s1_000561,simple_wiki,55721,False,22,22,44,0,0
dose21,dose56_rw2s0_007590,gutenberg,30454,False,22,24,46,0,0
dose21,dose56_rw2s1_032143,bnc_spoken,2293,False,21,29,50,0,0
dose21,dose56_rw2s1_027374,gutenberg,35865,True,22,19,41,0,0
dose21,dose56_rw_041540,childes,10516,True,13,16,29,2,3
dose21,dose56_rw2s1_010489,gutenberg,24657,True,29,34,63,0,1
dose21,dose56_rw2s0_018075,gutenberg,27841,False,18,16,34,0,0
dose21,dose56_rw_001952,open_subtitles,44626,False,13,14,27,0,0
dose21,dose56_rw2s1_020064,gutenberg,31274,True,19,21,40,0,0
dose21,dose56_rw2s0_009121,simple_wiki,61496,True,21,26,47,1,1
dose21,dose56_rw_010810,bnc_spoken,1092,True,12,13,25,1,1
dose21,dose56_rw2s0_012123,bnc_spoken,2826,True,19,22,41,0,0
dose21,dose56_rw2s0_013111,gutenberg,33397,True,32,20,52,0,0
dose21,dose56_rw_024993,childes,6800,True,13,13,26,0,2
dose21,dose56_rw_039667,childes,21293,True,13,12,25,0,0
dose21,dose56_rw2s0_027419,simple_wiki,56914,True,33,36,69,1,2
dose21,dose56_rw2s0_019302,gutenberg,33874,True,21,19,40,1,1
dose21,dose56_rw2s1_019334,simple_wiki,55484,True,21,22,43,1,2
dose21,dose56_rw_042335,childes,22079,True,23,25,48,1,3
dose21,dose56_rw2s0_022260,simple_wiki,59780,True,32,38,70,1,1
dose21,dose56_rw2s0_027314,gutenberg,34651,False,29,35,64,0,0
dose21,dose56_rw2s0_006896,childes,19458,True,19,19,38,0,0
dose21,dose56_rw2s0_016439,childes,16044,True,23,25,48,2,2
dose21,dose56_rw_021329,bnc_spoken,4483,True,30,35,65,0,0
dose21,dose56_rw2s1_001339,open_subtitles,43959,True,19,18,37,2,3
dose21,dose56_rw2s1_016814,open_subtitles,38625,True,18,14,32,0,0
dose21,dose56_rw2s1_007915,gutenberg,30322,True,31,32,63,0,1
dose21,dose56_rw2s1_029635,gutenberg,22588,True,20,18,38,1,1
dose21,dose56_rw_010011,childes,8016,True,25,25,50,1,3
dose21,dose56_rw2s1_001658,simple_wiki,61643,True,23,26,49,0,0
dose21,dose56_rw2s1_026853,childes,14190,True,18,17,35,1,1
dose21,dose56_rw_022867,childes,10669,True,14,14,28,1,2
dose21,dose56_rw2s0_029353,childes,14256,True,19,18,37,2,2
dose21,dose56_rw_019780,gutenberg,28679,True,33,31,64,0,0
dose21,dose56_rw2s0_002351,gutenberg,31489,False,24,24,48,0,0
dose21,dose56_rw2s1_013139,simple_wiki,61844,False,36,33,69,0,0
dose21,dose56_rw_044075,childes,11878,True,16,19,35,1,2
dose21,dose56_rw_037763,childes,6182,True,15,15,30,1,1
dose21,dose56_rw2s1_024619,gutenberg,37746,True,46,48,94,1,1
dose21,dose56_rw2s0_001460,childes,9722,True,21,18,39,1,1
dose21,dose56_rw_028421,open_subtitles,40445,True,20,18,38,0,2
dose21,dose56_rw2s0_031748,open_subtitles,49443,True,19,18,37,1,1
dose21,dose56_rw_038134,open_subtitles,52128,True,12,15,27,1,1
dose21,dose56_rw_021794,childes,14072,True,15,14,29,1,1
dose21,dose56_rw_037819,childes,20018,True,14,14,28,1,1
dose21,dose56_rw2s1_003504,bnc_spoken,2256,True,21,15,36,0,1
dose21,dose56_rw2s1_013371,simple_wiki,52993,True,37,36,73,1,1
dose21,dose56_rw_008070,gutenberg,34426,False,36,32,68,0,0
dose21,dose56_rw2s1_009281,gutenberg,37400,True,39,40,79,0,0
dose21,dose56_rw2s0_025456,gutenberg,36701,True,34,30,64,0,1
dose21,dose56_rw2s0_009326,gutenberg,27468,True,23,22,45,1,2
dose21,dose56_rw_044904,childes,14542,True,12,14,26,1,3
dose21,dose56_rw2s1_028099,simple_wiki,59454,False,19,17,36,0,0
dose21,dose56_rw2s0_015872,simple_wiki,56121,False,26,23,49,0,0
dose21,dose56_rw_020498,childes,19900,True,14,14,28,0,1
dose21,dose56_rw2s0_018312,childes,17457,True,19,22,41,1,1
dose21,dose56_rw2s1_004816,gutenberg,28170,True,36,36,72,1,1
dose21,dose56_rw2s1_019298,gutenberg,37564,True,20,20,40,1,2
dose21,dose56_rw2s1_004863,gutenberg,30184,False,21,20,41,0,0
dose21,dose56_rw2s1_000206,gutenberg,27191,False,21,20,41,0,0
dose21,dose56_rw2s0_021268,simple_wiki,58243,True,24,24,48,1,1
dose21,dose56_rw2s1_026083,bnc_spoken,2042,True,32,33,65,0,1
dose21,dose56_rw2s1_020114,gutenberg,22593,True,39,42,81,1,2
dose21,dose56_rw2s1_008374,gutenberg,33904,True,20,18,38,1,1
dose21,dose56_rw2s0_014135,gutenberg,30995,True,24,28,52,0,0
dose21,dose56_rw2s1_019680,gutenberg,37800,True,21,24,45,0,3
dose21,dose56_rw2s0_027631,gutenberg,22888,True,34,31,65,1,2
dose21,dose56_rw_033094,childes,20134,True,19,20,39,2,2
dose21,dose56_rw2s1_020969,open_subtitles,47043,True,20,22,42,1,5
dose21,dose56_rw2s1_007488,simple_wiki,54883,False,19,20,39,0,0
dose21,dose56_rw2s0_012683,bnc_spoken,3674,True,41,29,70,0,0
dose21,dose56_rw_022856,childes,16962,True,20,20,40,2,2
dose21,dose56_rw2s0_023127,bnc_spoken,545,True,37,28,65,0,3
dose21,dose56_rw2s0_021411,simple_wiki,54534,True,23,20,43,0,3
dose21,dose56_rw2s1_008621,childes,19156,True,19,20,39,0,0
dose21,dose56_rw2s1_019012,gutenberg,35620,True,19,16,35,0,0
dose21,dose56_rw_038680,childes,20212,True,17,15,32,1,1
dose21,dose56_rw2s0_001116,gutenberg,27150,True,25,19,44,2,3
dose21,dose56_rw_010199,open_subtitles,39489,False,12,13,25,0,0
dose21,dose56_rw2s1_021823,gutenberg,34264,True,31,27,58,1,1
dose21,dose56_rw2s0_020701,open_subtitles,51343,False,18,18,36,0,0
dose21,dose56_rw2s0_002209,childes,6695,True,28,25,53,0,1
dose21,dose56_rw_019476,open_subtitles,47820,True,15,16,31,0,1
dose21,dose56_rw2s0_009786,simple_wiki,58042,True,22,19,41,0,1
dose21,dose56_rw2s1_015878,gutenberg,26802,True,33,30,63,0,0
dose21,dose56_rw2s0_007473,simple_wiki,57029,False,19,16,35,0,0
dose21,dose56_rw2s0_001665,simple_wiki,58794,True,18,14,32,0,0
dose21,dose56_rw_008282,gutenberg,30880,False,34,22,56,0,0
dose21,dose56_rw2s1_004427,open_subtitles,47936,True,21,17,38,0,2
dose21,dose56_rw2s0_018982,gutenberg,29022,True,21,22,43,1,2
dose21,dose56_rw2s1_004678,gutenberg,24533,True,49,52,101,0,0
dose21,dose56_rw2s0_024024,childes,14207,True,31,26,57,2,3
dose21,dose56_rw2s0_025506,gutenberg,26973,True,50,45,95,1,1
dose21,dose56_rw2s0_002047,open_subtitles,48222,True,18,19,37,0,1
dose21,dose56_rw2s1_000867,bnc_spoken,1024,True,33,33,66,1,1
dose21,dose56_rw2s1_019414,gutenberg,34738,True,40,38,78,1,1
dose21,dose56_rw2s1_028718,open_subtitles,46140,True,25,24,49,0,1
dose21,dose56_rw2s1_018701,simple_wiki,53175,False,24,31,55,0,0
dose21,dose56_rw2s1_016141,simple_wiki,55830,True,37,37,74,0,0
dose21,dose56_rw_034785,childes,17586,True,14,14,28,1,1
dose21,dose56_rw2s0_007586,gutenberg,24510,False,53,40,93,0,0
dose21,dose56_rw2s0_002179,gutenberg,35408,True,30,30,60,0,1
dose21,dose56_rw2s1_002176,simple_wiki,60456,False,26,24,50,0,0
dose21,dose56_rw2s1_011445,gutenberg,24888,True,19,17,36,0,0
dose21,dose56_rw2s0_012875,gutenberg,30101,True,23,26,49,0,0
