seed,arm,checkpoint,relevant_updates,prediction_path,correct,item_index,pred_is_stale_initial,prefix_words,reported_numops,source_family,stale_available,stale_is_gold,total_ops,uid
43022,V,chck_90M,4,,0,43,0,151,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,44,0,169,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,45,0,169,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,46,0,165,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,47,0,144,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,48,0,149,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,49,0,135,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,50,0,148,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,51,0,131,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,52,0,156,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,53,0,126,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,54,0,155,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,55,0,178,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,56,0,143,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,57,0,162,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,58,0,153,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,59,0,159,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,60,0,171,4,original,1,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,61,0,158,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,62,0,150,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,63,0,150,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,64,0,151,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,65,0,150,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,66,0,150,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,67,0,132,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,68,0,162,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,0,69,0,168,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,70,0,150,4,original,0,0,10,ambiref_4_ops
43022,V,chck_90M,4,,1,71,0,197,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,72,0,150,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,73,0,177,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,74,0,148,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,75,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,76,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,77,0,177,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,78,0,166,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,79,0,154,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,80,0,168,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,81,0,168,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,82,0,177,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,83,1,176,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,84,0,176,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,85,0,152,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,86,0,173,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,87,0,173,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,88,0,167,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,89,0,174,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,90,0,174,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,91,0,176,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,92,0,170,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,93,0,174,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,94,0,182,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,95,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,96,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,97,0,183,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,98,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,99,0,176,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,100,0,153,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,101,0,166,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,102,0,173,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,103,0,173,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,104,0,173,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,105,0,153,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,106,0,152,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,107,0,169,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,108,1,170,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,109,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,110,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,111,0,166,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,112,0,155,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,113,0,162,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,114,0,195,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,115,0,195,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,116,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,117,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,118,0,179,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,119,0,179,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,120,0,160,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,121,0,182,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,122,0,156,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,123,0,164,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,124,0,176,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,125,0,176,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,126,0,183,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,127,0,183,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,128,0,171,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,129,0,177,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,130,0,156,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,131,0,163,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,132,0,178,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,133,0,170,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,134,0,156,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,135,0,168,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,136,1,176,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,137,0,171,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,138,0,171,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,139,0,171,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,140,0,192,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,141,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,142,0,167,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,143,0,161,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,144,0,172,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,145,0,185,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,146,0,185,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,147,0,178,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,148,0,178,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,149,0,170,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,150,0,170,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,151,0,169,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,152,0,169,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,153,0,167,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,154,0,167,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,155,0,144,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,156,0,166,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,157,0,160,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,158,0,178,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,159,0,141,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,160,0,162,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,161,0,174,4,original,1,1,12,ambiref_4_ops
43022,V,chck_90M,4,,0,162,1,174,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,163,0,160,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,164,0,144,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,165,0,174,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,166,0,172,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,167,0,172,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,168,0,183,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,169,0,196,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,170,0,164,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,171,0,175,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,172,0,175,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,173,0,174,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,174,0,175,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,175,0,173,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,176,0,168,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,177,0,158,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,178,0,171,4,original,1,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,179,0,174,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,180,0,175,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,181,0,169,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,182,0,166,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,183,0,187,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,184,0,163,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,185,0,160,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,186,0,160,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,187,0,162,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,188,0,149,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,189,0,179,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,190,0,192,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,191,0,192,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,1,192,0,162,4,original,0,0,12,ambiref_4_ops
43022,V,chck_90M,4,,0,193,0,144,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,194,0,115,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,195,0,145,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,196,0,138,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,197,0,133,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,198,0,127,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,199,0,144,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,200,0,133,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,201,0,139,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,202,0,116,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,203,0,130,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,204,0,124,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,205,0,136,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,206,0,139,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,207,0,152,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,208,0,132,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,209,0,120,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,210,1,147,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,211,0,145,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,212,0,139,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,213,0,148,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,214,0,137,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,215,0,117,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,216,0,158,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,217,0,152,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,218,0,129,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,219,0,151,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,220,0,143,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,221,0,124,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,222,0,128,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,223,0,139,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,224,1,108,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,225,0,122,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,226,0,150,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,227,0,140,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,228,0,128,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,229,0,136,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,230,0,164,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,231,0,138,4,original,1,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,232,0,116,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,233,0,147,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,1,234,0,138,4,original,0,0,8,ambiref_4_ops
43022,V,chck_90M,4,,0,235,0,150,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,236,0,121,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,237,0,154,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,238,0,147,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,239,0,139,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,240,0,138,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,241,0,138,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,242,0,153,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,243,1,155,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,244,0,139,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,245,0,151,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,246,0,139,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,247,0,151,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,248,0,131,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,249,0,146,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,250,0,145,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,251,0,142,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,252,0,134,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,253,0,167,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,254,0,157,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,255,1,132,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,256,0,138,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,257,0,142,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,258,0,158,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,259,0,151,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,260,0,137,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,261,0,157,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,262,0,142,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,263,0,130,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,264,0,158,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,265,0,163,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,266,0,160,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,267,0,153,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,268,0,135,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,269,0,140,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,270,0,141,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,271,0,118,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,272,0,146,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,273,0,147,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,274,0,156,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,275,0,128,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,276,0,153,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,277,0,162,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,278,0,147,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,279,0,165,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,280,0,148,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,281,0,141,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,282,0,137,4,original,1,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,283,0,142,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,284,0,170,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,285,0,125,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,286,0,156,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,287,0,162,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,1,288,0,144,4,original,0,0,9,ambiref_4_ops
43022,V,chck_90M,4,,0,289,0,168,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,290,0,178,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,291,0,173,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,292,0,161,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,293,0,161,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,294,0,171,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,295,0,168,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,296,0,170,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,297,0,170,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,298,0,141,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,299,0,133,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,300,0,167,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,301,0,168,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,302,0,168,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,303,0,159,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,304,0,169,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,305,0,154,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,306,0,164,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,307,0,165,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,308,0,176,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,309,0,180,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,310,0,169,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,311,0,146,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,312,0,161,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,313,0,161,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,314,1,157,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,315,0,157,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,316,1,164,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,317,0,164,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,318,0,149,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,319,0,147,4,original,1,1,11,ambiref_4_ops
43022,V,chck_90M,4,,1,320,0,185,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,321,0,185,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,322,0,158,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,323,1,138,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,324,0,172,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,325,0,172,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,326,0,154,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,327,0,150,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,328,0,158,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,329,0,170,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,330,0,170,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,331,0,176,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,332,0,164,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,333,0,166,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,334,0,149,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,335,0,157,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,336,0,172,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,337,0,164,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,338,0,162,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,339,0,185,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,340,0,176,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,341,0,158,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,342,0,154,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,343,0,159,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,344,0,174,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,345,0,157,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,346,0,178,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,347,0,171,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,348,0,161,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,349,0,160,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,350,0,160,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,351,0,142,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,352,0,158,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,353,0,151,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,354,0,132,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,355,0,155,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,356,0,168,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,357,0,135,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,358,0,161,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,359,0,177,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,360,0,184,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,361,0,155,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,362,0,168,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,363,0,165,4,original,1,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,364,0,163,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,365,0,165,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,366,0,164,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,367,0,162,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,368,0,162,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,369,0,157,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,370,0,181,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,371,0,157,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,1,372,0,154,4,original,0,0,11,ambiref_4_ops
43022,V,chck_90M,4,,0,373,0,156,4,original,0,0,11,ambiref_4_ops
